,证券代码,证券内部编码,证券简称,机构编码,机构类型,报告日期,报告类型,报告期名称,证券类型编码,公告日期,更新日期,货币资金,同业存放,应付账款,应收账款,预提费用,预收款项,代理买卖证券款,代理承销证券款,摊销费用-金融资产,摊销费用-金融负债,摊销费用-非金融资产,摊销费用-非金融负债,指定为以公允价值计量且其变动计入当期损益的金融资产,指定为以公允价值计量且其变动计入当期损益的金融负债,资产总额,其他资产,分配股利、利润或偿付利息所支付的现金,可供出售金融资产,应付债券,拆入资金,买入返售金融资产,资本公积,在建工程,消耗性生物资产,合同资产,合同负债,外币报表折算差额,应付投资款,流动资产合计,流动资产其他项目,流动负债合计,流动负债其他项目,递延收益,一年内递延收益,递延所得税资产,递延所得税负债,衍生金融资产,衍生金融负债,开发支出,持有待售的资产,持有待售的负债,应付股利,应收股利,所有者权益合计,所有者权益其他项目,出口退税,应付手续费及佣金,融资租赁负债,融资租赁资产,固定资产,固定资产清理,以后按公允价值计量且其变动计入其他综合收益的金融资产,以后按公允价值计量且其变动计入其他综合收益的非金融资产,以公允价值计量且其变动计入当期损益的金融资产,以公允价值计量且其变动计入当期损益的金融负债,一般风险准备,商誉,持有至到期投资,持有待售的资产,持有待售的负债,保险合同准备金,无形资产,应付利息,应收利息,内部应付款,内部应收款,存货,投资性房地产,租赁负债,拆出资金,负债合计,负债和所有者权益合计,负债和所有者权益其他项目,负债其他项目,发放贷款及垫款,拆出资金,长期股权投资,长期借款,长期应付款,长期待摊费用,长期应收款,长期应付职工薪酬,少数股东权益,货币资金,一年内到期的非流动资产,非流动资产合计,非流动资产其他项目,一年内到期的非流动负债,非流动负债合计,非流动负债其他项目,应付账款,应收账款,应付票据,应收票据,油气资产,其他综合收益,其他债权投资,其他流动资产,其他流动负债,其他权益工具投资,其他权益工具,其他权益工具,其他非流动资产,其他非流动金融资产,其他非流动负债,其他应付款,其他应收款,归属于母公司股东权益,归属于母公司的其他权益工具,永续债,应付永续债,预计流动负债,预计负债,优先股,应付优先股,预收保费,预付款项,生产性生物资产,工程物资,应收保费返还款,应付分保账款,应收分保账款,卖出回购金融资产款,结算备付金,股本,应付短期债券,应付短期融资款,短期借款,专项应付款,专项储备,应付职工薪酬,应收补贴款,盈余公积,应交税费,资产总计,流动资产合计,流动负债合计,所有者权益合计,负债和所有者权益总计,负债合计,非流动资产合计,非流动负债合计,其他应付款合计,其他应收款合计,归属于母公司股东权益合计,交易性金融资产,交易性金融资产（不公允价值变动计入当期损益）,交易性金融负债,交易性金融负债（不公允价值变动计入当期损益）,库存股,未分配利润,未确认投资损失,使用权资产,同业存放款项,应付账款,应收账款,预提费用,预收款项,代理买卖证券款,代理承销证券款,摊销交易性金融资产损失,摊销交易性金融负债费用,摊销非交易性金融资产损失,摊销非交易性金融负债费用,应收款项类投资,应付款项类投资,资产总额,其他资产,分配股利、利润或偿付利息所支付的现金,可供出售金融资产,应付债券,借款,买入返售金融资产款,资本公积,在建工程,消耗性生物资产,合同资产,合同负债,外币报表折算差额,债权投资,流动资产合计,其他流动资产,流动负债合计,其他流动负债,一年内的递延收益,递延收益,递延所得税资产,递延所得税负债,衍生金融资产,衍生金融负债,研发费用同比增长率,持有待售资产减值准备同比增长率,持有待售负债减值准备同比增长率,应付股利同比增长率,应收股利同比增长率,股东权益同比增长率,其他股东权益同比增长率,出口退税同比增长率,应付手续费及佣金同比增长率,融资租赁资产同比增长率,融资租赁负债同比增长率,固定资产处置收益同比增长率,固定资产同比增长率,以公允价值计量且其变动计入其他综合收益的金融资产同比增长率,以公允价值计量且其变动计入其他综合收益的非流动金融资产同比增长率,以公允价值计量且其变动计入当期损益的金融资产同比增长率,以公允价值计量且其变动计入当期损益的金融负债同比增长率,一般风险准备同比增长率,商誉同比增长率,持有至到期投资同比增长率,持有待售资产同比增长率,持有待售负债同比增长率,保险合同准备金同比增长率,无形资产同比增长率,应付利息同比增长率,应收利息同比增长率,内部应付款同比增长率,内部应收款同比增长率,存货同比增长率,投资性房地产同比增长率,租赁负债同比增长率,拆出资金同比增长率,负债总额同比增长率,负债和股东权益总额同比增长率,其他负债和股东权益同比增长率,其他负债同比增长率,发放贷款及垫款同比增长率,拆入资金同比增长率,长期股权投资同比增长率,长期借款同比增长率,长期应付款同比增长率,长期待摊费用同比增长率,长期应收款同比增长率,长期员工薪酬应付款同比增长率,少数股东权益同比增长率,货币资金同比增长率,一年内到期的非流动资产同比增长率,非流动资产总额同比增长率,其他非流动资产同比增长率,一年内到期的非流动负债同比增长率,非流动负债总额同比增长率,其他非流动负债同比增长率,应付票据同比增长率,应收票据同比增长率,应付账款同比增长率,应收账款同比增长率,油气资产同比增长率,其他综合收益同比增长率,其他债权投资同比增长率,其他流动资产同比增长率,其他流动负债同比增长率,其他权益工具投资同比增长率,其他权益工具及其他股东权益同比增长率,其他权益工具同比增长率,其他非流动资产同比增长率,其他非流动金融资产同比增长率,其他非流动负债同比增长率,其他应付款同比增长率,其他应收款同比增长率,归属于母公司股东权益同比增长率,归属于母公司其他权益工具及其他股东权益同比增长率,永续债应付款同比增长率,永续债同比增长率,预计流动负债同比增长率,预计负债同比增长率,应付优先股同比增长率,优先股同比增长率,预收保费同比增长率,预付款项同比增长率,生产性生物资产同比增长率,工程物资同比增长率,应收款项类投资收益同比增长率,应付分保账款同比增长率,应收分保账款同比增长率,卖出回购金融资产同比增长率,结算备付金同比增长率,股本同比增长率,应付短期债券同比增长率,应付短期融资款同比增长率,短期借款同比增长率,专项应付款同比增长率,专项储备同比增长率,应付职工薪酬同比增长率,应收补贴款同比增长率,盈余公积同比增长率,应交税费同比增长率,资产总额同比增长率,流动资产合计同比增长率,流动负债合计同比增长率,所有者权益合计同比增长率,TOTAL_LIAB_EQUITY_YOY,负债合计同比增长率,非流动资产合计同比增长率,非流动负债合计同比增长率,其他应付款合计同比增长率,其他应收款合计同比增长率,归属于母公司所有者权益同比增长率,交易性金融资产（不公允价值计量且其变动计入当期损益）同比增长率,交易性金融资产同比增长率,交易性金融负债（不公允价值计量且其变动计入当期损益）同比增长率,交易性金融负债同比增长率,减：库存股同比增长率,未分配利润同比增长率,未确认的投资损失同比增长率,使用权资产同比增长率,审计意见类型,其他审计结果类型,上市状态
21,600600.SH,600600,青岛啤酒,10002658,通用,2017-12-31 00:00:00,年报,2017年报,058001001,2018-03-28 00:00:00,2019-03-29 00:00:00,CNY,,2083733787.0,141397244.0,,1177632347,,,,,,,,,0.0,,,600000,,,,3444181512.0,200139178.0,,,,,,0.0,,0.0,,1904109828.0,,1135894135.0,220667269.0,,,,,,,,0.0,,,,,,10993772759.0,2310587,,,130115254.0,,155497737.0,1307103982.0,,,,,2776216295.0,815222.0,86573933.0,,,2392910141.0,27261927.0,,,0.0,,,,,,375899439.0,1047900.0,123140327.0,36042642.0,,499008449.0,629276278.0,9805485121.0,,0.0,,419160.0,0.0,,2373206083.0,183617244.0,289472296.0,42220000.0,,-9038750.0,,1096060646.0,107284.0,,,,48798055,,,5184055031.0,261826598.0,0.0,,,,,,,,,116394430.0,,,,,,,,1350982795.0,,,282534200.0,123140327,,1032628088.0,,1400704380.0,400835890.0,30974711779,14072983367,10452233305,17774504701.0,30974711779,13200207078.0,16901728412.0,2747973773,5184870253.0,348400531.0,17145228423.0,,,,,,10802900749.0,,,,1.6837757984,13.4381081171,,-10.8450126294,,,,,,,,,,,,-1.4198822953,,,,-0.0002377337,3.4595840097,,,,,,,,,,,-2.2939448892,8.9890349441,-11.4034974632,,,,,,,,,,,,,,99.3714061864,-3.964484464,,,,,9.1239688714,0.0,,,,,-6.673861446,10.5699106594,20.9854831003,,,-0.809662271,9.2836733074,,,,,,,,,-0.956832726,-23.8710333605,,-9.7150822875,,-7.4122849787,11.3395134961,14.380556859,,,,11.3685396363,,,0.6984122197,21.5629541632,-5.8678475318,59.9242424242,,81.9763625591,,-1.8026846926,,,,,-13.3403592004,,,5.3922640689,11.9664073663,,,,,,,,,,124.6725246075,,,,,,,,0.0,,,-6.5511458916,-29.6398756244,,4.4729226328,,0.0,1.1020465598,2.9841691741,11.6056267782,1.628106461,5.3045661975,2.9841691741,0.016579458,-3.2395170493,-5.6727049592,5.3930400397,14.0796298047,5.0954891669,,,,,,7.7517743828,,,标准无保留意见,,0
22,600600.SH,600600,青岛啤酒,10002658,通用,2017-09-30 00:00:00,三季报,2017三季报,058001001,2017-10-31 00:00:00,2017-10-31 00:00:00,CNY,,2969403467.0,257063687.0,,443263924,,,,,,,,,0.0,,,608642,,,,3444195246.0,188638537.0,,,,,,0.0,,0.0,,1936885887.0,,1191967989.0,226587442.0,,,,,,1334032.0,,0.0,,,,,,11127368833.0,2221792,,,,,142496409.0,1307103982.0,,,,,2816836034.0,738512.0,146312282.0,,,1657106187.0,25864540.0,,,0.0,,,,,,384673305.0,1051400.0,,33809962.0,,517994965.0,642061393.0,11815373607.0,,0.0,,405818.0,0.0,,3271511022.0,303376686.0,302107555.0,46312999.0,,-41259969.0,,1199295394.0,,,,,62322067,,,5667840532.0,184390812.0,0.0,,,,,,,,,105883204.0,,,,,,,,1350982795.0,,,287198600.0,114934841,,967087022.0,,1400704380.0,754766018.0,32553153855,15411738172,11394145480,18361553840.0,32553153855,14191600015.0,17141415683.0,2797454535,5669913076.0,330703094.0,17719492447.0,,,,,,11422373586.0,,,,5.9554269154,39.190989992,,12.9470250909,,,,,,,,,,,,0.0,,,,0.0003031196,-48.2138612484,,,,,,,,,,,2.6013305201,5.3253996365,-11.5906700841,,,,,,129.6096385542,,,,,,,,-67.8985603569,-1.9990144035,,,,,34.3983468191,0.0,,,,,-6.6851702889,-10.4244369324,70.6309635428,,,-4.9977173108,2.8364887448,,,,,,,,,-2.1560705292,-25.139553429,,-13.4458635652,,-0.7632160671,8.2300203928,10.1774631302,,,,-54.9862846254,,,4.5421363588,30.3813324314,-7.5751317375,-3.5145854167,,-63.6280409021,,41.1959180545,,,,,-9.5873081851,,,6.0055745172,3.1814086532,,,,,,,,,,120.2018108909,,,,,,,,0.0,,,-12.3319295385,-48.6680076527,,-2.2419236025,,0.0,-1.3290233737,3.1053601326,11.1730695402,4.0308105467,3.5697567941,3.1053601326,2.5106529271,-3.2098355641,-3.2478048762,6.0164695356,25.051626894,3.4084161052,,,,,,5.1903709284,,,,,0
23,600600.SH,600600,青岛啤酒,10002658,通用,2017-06-30 00:00:00,中报,2017中报,058001001,2017-08-31 00:00:00,2017-08-31 00:00:00,CNY,,3078646523.0,226068380.0,,450759122,,,,,,,,,0.0,,,608642,,,,3444192440.0,160767369.0,,,,,,0.0,,0.0,,1947122724.0,,1201208393.0,234489862.0,,,,,,472843978.0,,0.0,,,,,,11265678803.0,2397307,,,20236015.0,,142496409.0,1307103982.0,,,,,2866280418.0,854729.0,98789873.0,,,1829576327.0,24587071.0,,,0.0,,,,,,391038760.0,1250520.0,,35134177.0,,519356611.0,595834947.0,11761010361.0,,0.0,,410591.0,0.0,,3344288198.0,272132830.0,265641675.0,46064450.0,,-44771252.0,,1066470882.0,,,,,68892147,,,5691583151.0,154978282.0,0.0,,,,,,,,,134258813.0,,,,,,,,1350982795.0,,,330130200.0,133854738,,1018323448.0,,1400704380.0,925089979.0,32661150452,15337453383,12234283396,17590792601.0,32661150452,15070357851.0,17323697069.0,2836074455,6165281858.0,253768155.0,16994957654.0,,,,,,10701352882.0,,,,-11.5591022015,6.1903424257,,-14.9341164241,,,,,,,,,,,,0.0,,,,-15.481694225,-36.9280271103,,,,,,,,,,,22.6275169953,27.8921078244,89.8863486333,,,,,,-10.2564102953,,,,,,,,-68.5038222818,15.7041688977,,,,,34.3983468191,0.0,,,,,13.4836821628,23.7116878756,40.0966979028,,,13.6143273281,-3.7860794312,,,,,,,,,-74.3253154886,-21.1486077482,,-11.4288099096,,-2.4442286897,279.557327104,18.560035161,,,,-54.2901005729,,,-7.6402871723,6.4600072763,89.8566874074,7.803533817,,-87.9936906093,,-17.4810676264,,,,,-89.3777733156,,,14.4567698589,-72.4316582116,,,,,,,,,,70.4802441477,,,,,,,,0.0,,,-6.9763863928,-37.9444959892,,6.0800999526,,0.0,31.1092879764,6.0485504764,11.2242934871,4.8135091326,5.5560161677,6.0485504764,6.629304082,1.8523449097,15.2416168517,12.0905995888,-59.8897024709,-0.0103933733,,,,,,6.0827343401,,,,,0
24,600600.SH,600600,青岛啤酒,10002658,通用,2017-03-31 00:00:00,一季报,2017一季报,058001001,2017-04-28 00:00:00,2017-04-28 00:00:00,CNY,,2628364655.0,129972451.0,,696484201,,,,,,,,,0.0,,,608642,,,,3444192478.0,143715373.0,,,,,,0.0,,0.0,,1968227831.0,,1073058482.0,241706477.0,,,,,,,14811398.0,0.0,,,,,,11350375534.0,1982680,,,20033435.0,,142496409.0,1307103982.0,,,,,2917476031.0,815584.0,100206657.0,,,1965517212.0,25042961.0,,,0.0,,,,,,373673874.0,1189920.0,,37301143.0,,527422612.0,591370816.0,9933530408.0,,0.0,,390694.0,0.0,,2842939191.0,157066451.0,214574536.0,27094000.0,,-48807001.0,,1078437266.0,,,,,70849472,,,5012328190.0,160368366.0,0.0,,,,,,,,,137318045.0,,,,,,,,1350982795.0,,,300076400.0,157761498,,901292557.0,,1400704380.0,731861532.0,30868477412,13567289238,10486188349,17485980725.0,30868477412,13382496687.0,17301188174.0,2896308338,5013143774.0,275386421.0,16894609909.0,,,,,,10605040848.0,,,,-18.5849198792,-1.1140095243,,-7.2359757845,,,,,,,,,,,,0.0,,,,-15.4815751973,-19.8107704254,,,,,,,,,,,14.2249308491,31.2107766731,87.8966743685,,,,,,,5.0598905437,,,,,,,-74.5453695779,14.9370588412,,,,,34.3983468191,0.0,,,,,9.8209819157,-8.7046802642,-21.440329733,,,5.7014166732,-0.2933672073,,,,,,,,,-74.8324637678,-24.274513797,,-8.0938615283,,-2.1863519473,301.0864365167,11.0709999596,,,,-56.1834737271,,,-14.649988716,0.7568209746,109.203795493,10.8139059305,,-152.38365438,,-21.258377237,,,,,-17.4294578927,,,23.1131902569,-26.6458766421,,,,,,,,,,19.1497761515,,,,,,,,0.0,,,-36.9561891352,-1.6668176306,,6.7000514268,,0.0,31.3323987792,5.4086971889,5.9621191641,4.5193710861,4.7138621429,5.4086971889,6.3306075234,4.978740927,13.4484746972,23.1062101657,-23.5621708706,-0.5784722791,,,,,,5.2144155363,,,,,0
25,600600.SH,600600,青岛啤酒,10002658,通用,2016-12-31 00:00:00,年报,2016年报,058001001,2017-10-31 00:00:00,2018-03-28 00:00:00,CNY,,2049229359.0,124647040.0,,1320882187,,,,,,,,,0.0,,,608642,,,,3444189700.0,193446726.0,,,,,,0.0,,0.0,,1948814560.0,,1042209554.0,249069955.0,,,,,,,,0.0,,,,,,11447611540.0,1158936,,,,,142496409.0,1307103982.0,,,,,2974746773.0,737291.0,71557290.0,,,2412442780.0,24946020.0,,,0.0,,,,,,379530915.0,1376480.0,,39921000.0,,538957516.0,565186840.0,8572685245.0,,0.0,,376372.0,0.0,,2356746279.0,151047040.0,307516920.0,26400000.0,,-50149422.0,,1116181886.0,,,,,56310013,,,4918819305.0,233843886.0,0.0,,,,,,,,,51806259.0,,,,,,,,1350982795.0,,,302341000.0,175014368,,988416962.0,,1400704380.0,396466643.0,30077158487,12609564386,10284786039,16879139569.0,30077158487,13198018918.0,17467594101.0,2913232879,4919556596.0,305401176.0,16313952729.0,,,,,,10025728867.0,,,,-20.9093108962,5.6411537603,,32.0468368059,,,,,,,,,,,,0.0,,,,-15.4816433677,-32.7070981323,,,,,,,,,,,17.6357139731,35.4999340143,86.0558506344,,,,,,,,,,,,,,-82.3628859321,15.6685905087,,,,,34.3983468191,0.0,,,,,9.8868602514,-50.3858885058,-51.8396769082,,,10.5390368862,-2.2190526646,,,,,,,,,-74.8279124728,-19.588737002,,0.1483623694,,0.2290294834,293.5233479423,2.0344996542,,,,-56.0410143088,,,-12.4253527699,7.3074601274,207.0819966973,15.9420289855,,-146.7235546076,,45.1960709441,,,,,-13.6539958318,,,21.1144519732,16.5281048072,,,,,,,,,,16.6996325825,,,,,,,,0.0,,,-62.6917886404,-30.4483090515,,6.783186558,,0.0,51.3871956789,5.5317042627,6.0755844715,5.4526600329,4.4112831347,5.5317042627,7.0001565075,5.1425397082,12.8464425466,21.0882991822,-12.5569845527,-0.8756152681,,,,,,5.0298809083,,,标准无保留意见,,0
26,600600.SH,600600,青岛啤酒,10002658,通用,2016-09-30 00:00:00,三季报,2016三季报,058001001,2016-10-31 00:00:00,2016-10-31 00:00:00,CNY,,2802502480.0,184684143.0,,392452943,,,,,,,,,0.0,,,608642,,,,3444184806.0,364264534.0,,,,,,0.0,,0.0,,1887778528.0,,1131700419.0,256293586.0,,,,,,581000.0,,0.0,,,,,,11354343801.0,6921160,,,,,106025418.0,1307103982.0,,,,,3018637062.0,824457.0,85747791.0,,,1744280390.0,25151131.0,,,0.0,,,,,,393149894.0,1404480.0,,39062214.0,,521978791.0,593237801.0,10723947776.0,,0.0,,901543.0,0.0,,3129370736.0,232684143.0,326868256.0,48000000.0,,-25215708.0,,849383899.0,,,,,68930662,,,5346738186.0,178705461.0,0.0,,,,,,,,,48084620.0,,,,,,,,1350982795.0,,,327597720.0,223904890,,989265601.0,,1400704380.0,764932145.0,31572707581,13862834080,10952664331,17728682975.0,31572707581,13844024606.0,17709873501.0,2891360275,5348143643.0,264453252.0,17135445174.0,,,,,,10858763483.0,,,,-21.1788742747,6.0715880432,,-26.5591214578,,,,,,,,,,,,0.0,,,,-15.4541162084,-40.4475608136,,,,,,,,,,,11.4791345054,31.7973055412,83.5839782947,,,,,,,,,,,,,,-85.0775555691,19.1392277691,,,,,58.2895905637,0.0,,,,,10.7033888621,-26.8101127156,-30.6933730772,,,-1.870248633,199.272188488,,,,,,,,,-74.7757811104,-37.9130257188,,3.3296857853,,2.5545461807,407.9817804978,17.3258935874,,,,-39.5516508686,,,-15.4462904396,14.0816938937,124.6164336285,60.8040201005,,-1321.0056465386,,0.0634615115,,,,,-40.4094906705,,,17.6786973141,-73.0061712895,,,,,,,,,,-45.3240075908,,,,,,,,0.0,,,-25.3055152233,-3.8195217338,,7.5380303945,,15.1573566179,25.2785555787,6.4977604873,7.9295951753,1.8792030647,8.6403743368,6.4977604873,3.8742979468,5.403192698,12.1972583437,17.6804543324,-66.3436611224,3.780056582,,,,,,10.7902250145,,,,,0
27,600600.SH,600600,青岛啤酒,10002658,通用,2016-06-30 00:00:00,中报,2016中报,058001001,2016-08-31 00:00:00,2016-08-31 00:00:00,CNY,,3481021337.0,212889774.0,,529894128,,,,,,,,,0.0,,,608642,,,,4075084573.0,254895101.0,,,,,,0.0,,0.0,,1587835073.0,,939235746.0,123489584.0,,,,,,526883290.0,,0.0,,,,,,9736623071.0,7611422,,,,,106025418.0,1307103982.0,,,,,2525720318.0,690904.0,70515490.0,,,1610339444.0,25554588.0,,,0.0,,,,,,1523051860.0,1585920.0,,39667726.0,,532368925.0,-331835496.0,9919877592.0,,0.0,,898254.0,0.0,,3620938281.0,255619774.0,139916944.0,42730000.0,,-23815295.0,,1292395395.0,,,,,648565965,,,4972692448.0,562160333.0,0.0,,,,,,,,,78753297.0,,,,,,,,1350982795.0,,,354888600.0,215701637,,959957097.0,,1400704380.0,705586914.0,30798299746,13789661325,11672429916,16664888691.0,30798299746,14133411055.0,17008638421.0,2460981139,5500266642.0,632675823.0,16996724187.0,,,,,,10087742316.0,,,,-9.9096348995,-42.6401607508,,-18.1108069091,,,,,,,,,,,,0.0,,,,0.0328513585,-64.3920380754,,,,,,,,,,,-8.4164414092,8.1895897967,-14.8732070441,,,,,,-13.495250503,,,,,,,,-60.8819678954,2.7284231463,,,,,58.2895905637,0.0,,,,,-9.7489622384,-16.3392424683,-48.3002741734,,,-19.8670561588,225.3095550768,,,,,,,,,-1.1457840957,-33.2596880385,,7.1957408072,,3.9646073118,-100.8498587102,2.7503793298,,,,-37.2459020516,,,-8.7543028286,-38.9721805506,33.9985291252,-10.4380632991,,-339.6078970726,,69.77698627,,,,,354.5510559742,,,1.3254080784,7.6450659731,,,,,,,,,,-33.8765248065,,,,,,,,0.0,,,1.7975138522,9.9355415657,,0.9850834547,,15.1573566179,-2.3489270545,0.8027749375,1.1190133809,-3.9794840329,5.4247880444,0.8027749375,-4.1520323952,0.5478345667,-4.9620544346,-0.3132819513,-6.1228566007,6.411836587,,,,,,9.0024883963,,,,,0
28,600600.SH,600600,青岛啤酒,10002658,通用,2016-03-31 00:00:00,一季报,2016一季报,058001001,2016-04-26 00:00:00,2016-04-26 00:00:00,CNY,,3228351125.0,131436668.0,,750812836,,,,,,,,,0.0,,,608642,,,,4075078879.0,179220294.0,,,,,,0.0,,0.0,,1723115800.0,,817812766.0,128637975.0,,,,,,,14098052.0,0.0,,,,,,9875296661.0,7789074,,,,,106025418.0,1307103982.0,,,,,2656574345.0,893347.0,127554834.0,,,1859499403.0,25116645.0,,,0.0,,,,,,1484745549.0,1571360.0,,40586128.0,,539211677.0,-294087869.0,8943405940.0,,0.0,,891659.0,0.0,,3330918354.0,155886668.0,102567229.0,24450000.0,,-19338416.0,,1369589841.0,,,,,85804780,,,4071316956.0,218622156.0,0.0,,,,,,,,,115248261.0,,,,,,,,1350982795.0,,,475980744.0,160435668,,844697397.0,,1400704380.0,557258939.0,29284564021,12803905155,10032770232,16698821309.0,29284564021,12585742712.0,16480658866.0,2552972480,4072210303.0,360275042.0,16992909178.0,,,,,,10079456122.0,,,,3.9897457588,-32.7793307609,,-22.1453285568,,,,,,,,,,,,97.199992224,,,,-0.060620313,-77.5270815527,,,,,,,,,,,11.1264040634,8.8157414583,-14.7409707534,,,,,,,,,,,,,,-55.9958912564,4.8735842287,,,,,58.2895905637,0.0,,,,,-4.0217769689,-86.031714611,-3.782402377,,,-12.6216006032,216.466853481,,,,,,,,,-2.1588143263,-31.5945228951,,17.0799443547,,5.5504374772,-70.4524024084,12.7862221643,,,,-35.717524755,,,5.3761831375,-49.8402090618,81.5718885488,-78.7852494577,,-312.0591722063,,55.5705615041,,,,,-28.2374964337,,,-8.1833629822,-33.2296488148,,,,,,,,,,-48.3505687883,,,,,,,,0.0,,,26.1370332907,-52.7327396725,,3.7863950472,,15.1573566179,-3.1816280933,2.1435469509,7.3082366907,-3.3706209323,6.1372738319,2.1435469509,-2.713475276,-1.5381419155,-0.042040547,-9.2884420536,-21.6781696572,6.8349158051,,,,,,9.7407431101,,,,,0
29,600600.SH,600600,青岛啤酒,10002658,通用,2015-12-31 00:00:00,年报,2015年报,058001001,2016-03-29 00:00:00,2017-03-31 00:00:00,CNY,,2590986856.0,117990987.0,,1000313388,,,,,,,,,0.0,,,608642,,,,4075078879.0,287469734.0,,,,,,0.0,,0.0,,1656652129.0,,769158717.0,133868381.0,,,,,,,,0.0,,,,,,9896905884.0,6571007,,,,,106025418.0,1307103982.0,,,,,2707099617.0,1486051.0,148581416.0,,,2182435136.0,25512148.0,,,0.0,,,,,,1507745095.0,1711800.0,,39861860.0,,537725965.0,-292050983.0,8401751637.0,,0.0,,856189.0,0.0,,2691128487.0,140760987.0,100141631.0,22770000.0,,-20326159.0,,768741109.0,,,,,65214382,,,4061298404.0,200675954.0,0.0,,,,,,,,,44392821.0,,,,,,,,1350982795.0,,,810387282.0,251632082,,925629768.0,,1400704380.0,261889152.0,28500590128,11887339060,9752988721,16166011050.0,28500590128,12334579078.0,16613251068.0,2581590357,4062784455.0,349257370.0,16458062033.0,,,,,,9545596720.0,,,,3.8817706165,-5.9245299708,,26.9554134367,,,,,,,,,,,,97.199992224,,,,-0.1059046159,-72.6717992466,,,,,,,,,,,9.6309249825,7.0080162878,-15.523259813,,,,,,,,,,,,,,-63.4252752619,8.5332689145,,,,,58.2895905637,0.0,,,,,-2.6427776217,-68.6477870654,-13.4445818313,,,-12.2401742069,132.7688714863,,,,,,,,,-1.8562766663,-38.5290715692,,22.3713002406,,9.4828252973,-191.2362612087,31.5105791135,,,,-45.1660378591,,,4.0686309884,-15.7228989786,9.1484223792,-45.2644230769,,-302.4448465112,,-1.7747876506,,,,,-14.89345281,,,-5.5360867793,22.6745985777,,,,,,,,,,-76.8392846633,,,,,,,,0.0,,,87.1769083634,-22.5360296528,,6.8031906007,,15.1573566179,5.0938367925,5.5424448857,14.8307955689,5.6859678538,5.7481021598,5.5424448857,5.2741134073,-0.2318903719,3.7467190108,-5.605588874,4.1799281984,6.9569164771,,,,,,10.1777088498,,,标准无保留意见,,0
30,600600.SH,600600,青岛啤酒,10002658,通用,2015-09-30 00:00:00,三季报,2015三季报,058001001,2015-10-28 00:00:00,2015-10-28 00:00:00,CNY,,3555522018.0,174112735.0,,534379423,,,,,,,,,0.0,,,608642,,,,4073746292.0,611670217.0,,,,,,0.0,,0.0,,1693391805.0,,858667341.0,139605639.0,,,,,,,,0.0,,,,,,9530315089.0,46380873,,,,,66981927.0,1307103982.0,,,,,2726779273.0,1126463.0,123722355.0,,,1777524518.0,8404099.0,,,0.0,,,,,,1558620688.0,2262117.0,,37803477.0,,508976745.0,-192621070.0,9140307777.0,,0.0,,1491427.0,0.0,,3701044877.0,203962735.0,145522859.0,29850000.0,,2065159.0,,848845209.0,,,,,115673893,,,4543505586.0,662023394.0,0.0,,,,,,,,,87944668.0,,,,,,,,1350982795.0,,,438583546.0,232796607,,919921629.0,,1216339469.0,610585061.0,29646358230,12844330656,10750638012,16318687305.0,29646358230,13327670925.0,16802027574.0,2577032913,4544632049.0,785745749.0,16511308375.0,,,,,,9801192733.0,,,,5.7128922725,-14.9172722862,,3.6070303668,,,,,,,,,,,,97.199992224,,,,-0.0463092158,-19.9936487534,,,,,,,,,,,23.8829478365,11.2702618582,-11.6353492355,,,,,,,,,,,,,,816.3454940774,5.980772602,,,,,,21.0364962066,,,,,2.9294467142,-63.3257193311,-21.775467468,,,-13.3051493586,-42.8406281635,,,,,,,,,0.8266792355,-45.1923160791,,21.3117620639,,,-23.4339105211,-0.2468711312,,,,-7.0452144484,,,6.910060231,-36.5063622925,47.8074522765,-74.3983395372,,,,146.7294821936,,,,,-73.8756269379,,,-10.0992652478,193.1904681726,,,,,,,,,,-30.6848392113,,,,,,,,0.0,,,32.1584197874,-52.3495254271,,3.5506576474,,14.8065043145,16.523599088,3.3440936833,3.672243816,-0.3559060327,5.7320281411,3.3440936833,0.5631906655,3.0946365416,4.5876189518,-10.2841665241,104.6410713052,5.9092188844,,,,,,7.9775630306,,,,,0
