,证券代码,证券内部编码,证券简称,机构编码,机构类型,报告日期,报告类型,报告期名称,证券类型编码,公告日期,更新日期,货币资金,同业存放,应付账款,应收账款,预提费用,预收款项,代理买卖证券款,代理承销证券款,摊销费用-金融资产,摊销费用-金融负债,摊销费用-非金融资产,摊销费用-非金融负债,指定为以公允价值计量且其变动计入当期损益的金融资产,指定为以公允价值计量且其变动计入当期损益的金融负债,资产总额,其他资产,分配股利、利润或偿付利息所支付的现金,可供出售金融资产,应付债券,拆入资金,买入返售金融资产,资本公积,在建工程,消耗性生物资产,合同资产,合同负债,外币报表折算差额,应付投资款,流动资产合计,流动资产其他项目,流动负债合计,流动负债其他项目,递延收益,一年内递延收益,递延所得税资产,递延所得税负债,衍生金融资产,衍生金融负债,开发支出,持有待售的资产,持有待售的负债,应付股利,应收股利,所有者权益合计,所有者权益其他项目,出口退税,应付手续费及佣金,融资租赁负债,融资租赁资产,固定资产,固定资产清理,以后按公允价值计量且其变动计入其他综合收益的金融资产,以后按公允价值计量且其变动计入其他综合收益的非金融资产,以公允价值计量且其变动计入当期损益的金融资产,以公允价值计量且其变动计入当期损益的金融负债,一般风险准备,商誉,持有至到期投资,持有待售的资产,持有待售的负债,保险合同准备金,无形资产,应付利息,应收利息,内部应付款,内部应收款,存货,投资性房地产,租赁负债,拆出资金,负债合计,负债和所有者权益合计,负债和所有者权益其他项目,负债其他项目,发放贷款及垫款,拆出资金,长期股权投资,长期借款,长期应付款,长期待摊费用,长期应收款,长期应付职工薪酬,少数股东权益,货币资金,一年内到期的非流动资产,非流动资产合计,非流动资产其他项目,一年内到期的非流动负债,非流动负债合计,非流动负债其他项目,应付账款,应收账款,应付票据,应收票据,油气资产,其他综合收益,其他债权投资,其他流动资产,其他流动负债,其他权益工具投资,其他权益工具,其他权益工具,其他非流动资产,其他非流动金融资产,其他非流动负债,其他应付款,其他应收款,归属于母公司股东权益,归属于母公司的其他权益工具,永续债,应付永续债,预计流动负债,预计负债,优先股,应付优先股,预收保费,预付款项,生产性生物资产,工程物资,应收保费返还款,应付分保账款,应收分保账款,卖出回购金融资产款,结算备付金,股本,应付短期债券,应付短期融资款,短期借款,专项应付款,专项储备,应付职工薪酬,应收补贴款,盈余公积,应交税费,资产总计,流动资产合计,流动负债合计,所有者权益合计,负债和所有者权益总计,负债合计,非流动资产合计,非流动负债合计,其他应付款合计,其他应收款合计,归属于母公司股东权益合计,交易性金融资产,交易性金融资产（不公允价值变动计入当期损益）,交易性金融负债,交易性金融负债（不公允价值变动计入当期损益）,库存股,未分配利润,未确认投资损失,使用权资产,同业存放款项,应付账款,应收账款,预提费用,预收款项,代理买卖证券款,代理承销证券款,摊销交易性金融资产损失,摊销交易性金融负债费用,摊销非交易性金融资产损失,摊销非交易性金融负债费用,应收款项类投资,应付款项类投资,资产总额,其他资产,分配股利、利润或偿付利息所支付的现金,可供出售金融资产,应付债券,借款,买入返售金融资产款,资本公积,在建工程,消耗性生物资产,合同资产,合同负债,外币报表折算差额,债权投资,流动资产合计,其他流动资产,流动负债合计,其他流动负债,一年内的递延收益,递延收益,递延所得税资产,递延所得税负债,衍生金融资产,衍生金融负债,研发费用同比增长率,持有待售资产减值准备同比增长率,持有待售负债减值准备同比增长率,应付股利同比增长率,应收股利同比增长率,股东权益同比增长率,其他股东权益同比增长率,出口退税同比增长率,应付手续费及佣金同比增长率,融资租赁资产同比增长率,融资租赁负债同比增长率,固定资产处置收益同比增长率,固定资产同比增长率,以公允价值计量且其变动计入其他综合收益的金融资产同比增长率,以公允价值计量且其变动计入其他综合收益的非流动金融资产同比增长率,以公允价值计量且其变动计入当期损益的金融资产同比增长率,以公允价值计量且其变动计入当期损益的金融负债同比增长率,一般风险准备同比增长率,商誉同比增长率,持有至到期投资同比增长率,持有待售资产同比增长率,持有待售负债同比增长率,保险合同准备金同比增长率,无形资产同比增长率,应付利息同比增长率,应收利息同比增长率,内部应付款同比增长率,内部应收款同比增长率,存货同比增长率,投资性房地产同比增长率,租赁负债同比增长率,拆出资金同比增长率,负债总额同比增长率,负债和股东权益总额同比增长率,其他负债和股东权益同比增长率,其他负债同比增长率,发放贷款及垫款同比增长率,拆入资金同比增长率,长期股权投资同比增长率,长期借款同比增长率,长期应付款同比增长率,长期待摊费用同比增长率,长期应收款同比增长率,长期员工薪酬应付款同比增长率,少数股东权益同比增长率,货币资金同比增长率,一年内到期的非流动资产同比增长率,非流动资产总额同比增长率,其他非流动资产同比增长率,一年内到期的非流动负债同比增长率,非流动负债总额同比增长率,其他非流动负债同比增长率,应付票据同比增长率,应收票据同比增长率,应付账款同比增长率,应收账款同比增长率,油气资产同比增长率,其他综合收益同比增长率,其他债权投资同比增长率,其他流动资产同比增长率,其他流动负债同比增长率,其他权益工具投资同比增长率,其他权益工具及其他股东权益同比增长率,其他权益工具同比增长率,其他非流动资产同比增长率,其他非流动金融资产同比增长率,其他非流动负债同比增长率,其他应付款同比增长率,其他应收款同比增长率,归属于母公司股东权益同比增长率,归属于母公司其他权益工具及其他股东权益同比增长率,永续债应付款同比增长率,永续债同比增长率,预计流动负债同比增长率,预计负债同比增长率,应付优先股同比增长率,优先股同比增长率,预收保费同比增长率,预付款项同比增长率,生产性生物资产同比增长率,工程物资同比增长率,应收款项类投资收益同比增长率,应付分保账款同比增长率,应收分保账款同比增长率,卖出回购金融资产同比增长率,结算备付金同比增长率,股本同比增长率,应付短期债券同比增长率,应付短期融资款同比增长率,短期借款同比增长率,专项应付款同比增长率,专项储备同比增长率,应付职工薪酬同比增长率,应收补贴款同比增长率,盈余公积同比增长率,应交税费同比增长率,资产总额同比增长率,流动资产合计同比增长率,流动负债合计同比增长率,所有者权益合计同比增长率,TOTAL_LIAB_EQUITY_YOY,负债合计同比增长率,非流动资产合计同比增长率,非流动负债合计同比增长率,其他应付款合计同比增长率,其他应收款合计同比增长率,归属于母公司所有者权益同比增长率,交易性金融资产（不公允价值计量且其变动计入当期损益）同比增长率,交易性金融资产同比增长率,交易性金融负债（不公允价值计量且其变动计入当期损益）同比增长率,交易性金融负债同比增长率,减：库存股同比增长率,未分配利润同比增长率,未确认的投资损失同比增长率,使用权资产同比增长率,审计意见类型,其他审计结果类型,上市状态
10,600600.SH,600600,青岛啤酒,10002658,通用,2020-09-30 00:00:00,三季报,2020三季报,058001001,2020-10-30 00:00:00,2020-10-30 00:00:00,CNY,,2755864849.0,166035946.0,,,,,,,,,,,0.0,,,,,,,3602809485.0,196864302.0,,,5011727220,,,0.0,,0.0,,2770090456.0,,1626578687.0,172993120.0,,,,,,1055367.0,,0.0,,,,,,10470160510.0,,,,,,234715680.0,1307103982.0,,,,,2425822688.0,,,,,2124468261.0,27679829.0,110941758.0,,0.0,,,,,,380474436.0,,388127492.0,53584246.0,,866457549.0,762256823.0,19777703610.0,,0.0,,40991081.0,0.0,,3075011454.0,191135946.0,319146605.0,25100000.0,,-44253582.0,,178640183.0,361069.0,,,,111540166,600000,,,,0.0,,,,,,,,,141043895.0,,,,,,,,1364182795.0,,,264451165.0,,,1577197928.0,,1400704380.0,965695479.0,40921522405,24160337877,14548891121,22064020909.0,40921522405,18857501496.0,16761184528.0,4308610375,3613455725.0,95060127.0,21301764086.0,,1652285855,,,279576000.0,15023181328.0,,160775682.0,,2.7546220881,-20.5932566974,,,,,,,,,,,,,,,,,,4.6045927711,6.2244551713,,,25.8783649444,,,,,,,,25.8898184545,16.2687134698,-13.6134890721,,,,,,,,,,,,,,,0.3005332569,,,,,17.644698362,0.0,,,,,-1.4804616905,,,,,22.9527796491,-25.501668485,224.1745149805,,,,,,,,-0.2914795116,,5.1831825755,52.7500469502,,74.4994873874,-6.9545170017,18.818407463,,,,105.1778999147,,,2.1460226745,-23.5797417169,-2.8239836492,-38.8045122578,,9.31655669,,8.8866156251,-1.6380536229,,,,119.6351049941,0.0,,,,,,,,,,,,,-12.8957132831,,,,,,,,0.977066477,,,-44.0838860651,,,27.1121023268,,0.0,31.7792999569,11.8732507003,19.4801878537,15.8819094179,6.4716546309,11.8732507003,18.9330294756,2.4693862078,30.5388575499,16.7052862169,6.7876131567,7.0242725132,39.680940386,,,,,10.8144577014,,169.8671156628,,,0
11,600600.SH,600600,青岛啤酒,10002658,通用,2020-06-30 00:00:00,中报,2020中报,058001001,2020-08-31 00:00:00,2020-08-31 00:00:00,CNY,,3508330149.0,148968802.0,,,,,,,,,,,0.0,,,,,,,3270837863.0,344559663.0,,,4910305764,,,0.0,,0.0,,2585669190.0,,1671282870.0,169093923.0,,,,,,,,0.0,,,,,,10230042782.0,,,,,,234715680.0,1307103982.0,,,,,2462738497.0,,,,,2316614699.0,32113394.0,76372100.0,,0.0,,,,,,372733530.0,,400853759.0,39869406.0,,894642666.0,716910348.0,18956550214.0,,0.0,,34066534.0,0.0,,3776393166.0,177982092.0,268063017.0,29013290.0,,-50401351.0,,186721288.0,367375.0,,,,119000441,600000,,,,0.0,,,,,,,,,160979564.0,,,,,,,,1350982795.0,,,275645686.0,,,1510316310.0,,1400704380.0,1185036034.0,40504793818,23803418563,15554259543,20823902637.0,40504793818,19680891181.0,16701375255.0,4126631638,3862128674.0,109974545.0,20106992289.0,,1894596161,,,,13900152922.0,,121330690.0,,12.0136550685,-20.4484967935,,,,,,,,,,,,,,,,,,-5.0341400028,37.2508090341,,,19.0277922665,,,,,,,,17.3205589776,14.3551186259,-15.3080216959,,,,,,,,,,,,,,,-1.9179762507,,,,,17.644698362,0.0,,,,,-1.6193634671,,,,,16.3301080549,-9.4481171118,110.1952546554,,,,,,,,-0.5377188523,,1.3949730642,50.5677303735,,79.0349060733,-7.6539575628,14.3773836533,,,,67.0265219701,,,8.8438567493,-17.2602814514,-20.5728077315,4.176983842,,-11.5280661485,,-48.7156641902,387.2670601499,,,,36.5599988993,0.0,,,,,,,,,,,,,-23.1374185592,,,,,,,,0.0,,,-40.8133229992,,,20.61919747,,0.0,19.7859983994,8.1384749606,13.8132080437,8.0709570622,5.5529777479,8.1384749606,11.015710333,0.9637486314,23.7227086582,-5.1101339907,-0.1287039611,6.093971447,30.6074931976,,,,,10.3026856449,,88.0483485317,,,0
12,600600.SH,600600,青岛啤酒,10002658,通用,2020-03-31 00:00:00,一季报,2020一季报,058001001,2020-04-30 00:00:00,2020-04-30 00:00:00,CNY,,2143806101.0,151460345.0,,,,,,,,,,,0.0,,,,,,,3270814663.0,315305305.0,,,4959657988,,,0.0,,0.0,,2593133618.0,,1490620867.0,169003944.0,,,,,,,,0.0,,,,,,10006492551.0,,,,,,234715680.0,1307103982.0,,,,,2510380736.0,,,,,2309368074.0,34307888.0,40407740.0,,0.0,,,,,,379913980.0,,312941727.0,33976744.0,,922804547.0,690413933.0,15657878392.0,,0.0,,25163443.0,0.0,,2325257741.0,215760345.0,181451640.0,64300000.0,,-50535795.0,,259047111.0,371529.0,,,,114400268,600000,,,,0.0,,,,,,,,,264413655.0,,,,,,,,1350982795.0,,,676261792.0,,,1335696445.0,,1400704380.0,619487439.0,36927689734,20662737581,12666913928,20222484230.0,36927689734,16705205504.0,16264952153.0,4038291576,2725017551.0,95287840.0,19532070297.0,,1860982164,,,,13325388574.0,,71849832.0,,,59.102462677,,,,,,,,,,,,,,,,,,-5.0338059263,-23.1332053176,,,17.1783916744,,,,,,,,12.8338992876,15.7098482269,-15.960340253,,,,,,,,,,,,,,,-2.3239044549,,,,,17.644698362,0.0,,,,,-1.4256235015,,,,,2.2850471212,25.7105474051,5.2701398238,,,,,,,,3.2290811146,,-21.0415574378,9.9259546365,,78.2815697272,-8.6302382063,11.2739156622,,,,26.5457579102,,,-29.5982409262,90.270337773,,253.2967032967,,-22.1391023943,,-35.0028697538,13.7346439603,,,,32.0904497859,0.0,,,,,,,,,,,,,7.7692062299,,,,,,,,0.0,,,133.2448743931,,,21.6761428391,,0.0,-17.5466966383,4.8557432531,9.6330679849,3.5840059101,3.5089150422,4.8557432531,6.5337917799,-0.6443593754,16.9832722905,7.537601695,-73.7447467087,3.997307858,33.1462056731,,,,,7.2266472092,,19.343010953,,,0
13,600600.SH,600600,青岛啤酒,10002658,通用,2019-12-31 00:00:00,年报,2019年报,058001001,2020-03-30 00:00:00,2021-03-29 00:00:00,CNY,,2167178181.0,151069427.0,,,,,,,,,,,0.0,,,,,,,3444317455.0,178993842.0,,,5970644849,,,0.0,,0.0,,2519926935.0,,1455035532.0,184035480.0,,,,,,,,0.0,,,,,,10222034465.0,,,,,,234715680.0,1307103982.0,,,,,2558572455.0,,,,,3181769333.0,36504682.0,37471885.0,,0.0,,,,,,376641802.0,209180.0,372579660.0,35255388.0,,931008557.0,741787822.0,15301983408.0,,0.0,,22208025.0,0.0,,2388003504.0,226169427.0,220825323.0,75100000.0,,-47347633.0,,564677336.0,305436538.0,,,,72852914,600000,,,,0.0,,,,,,,,,117156091.0,,,,,,,,1350982795.0,,,270906631.0,,,1458665786.0,,1400704380.0,513058160.0,37312383547,21001818050,13353780994,19913370856.0,37312383547,17399012691.0,16310565497.0,4045231697,2424857501.0,86269436.0,19171583034.0,,1523793019,,,,12788210357.0,,66970435.0,,-3.5244051504,36.4602837734,,,,,,,,,,,,,,,,,,0.0038076628,-52.8828786479,,,13.9971541299,,,,,,,,7.5170135301,20.5477179732,-10.3058676712,,,,,,,,,,,,,,,-1.0134867995,,,,,17.644698362,0.0,,,,,-1.5814628255,,,,,20.0113027688,30.6876640367,,,,,,,,,1.6614929247,-66.8221037939,67.5839698648,6.4878781399,,76.80941359,3.1005047628,22.0668827531,,,,5183.5994004568,,,-7.169152558,37.4828838938,-32.2779457351,39.5870565067,,-5.930690257,,-23.1670816595,133564.407684565,,,,16.6802299673,0.0,,,,,,,,,,,,,-32.500137571,,,,,,,,0.0,,,-8.525575407,,,24.0930514622,,0.0,-25.7657472006,9.4999071659,18.2514479174,10.4817115263,6.5458675824,9.4999071659,13.088449953,-0.0269342435,22.6406247863,14.7314435325,-71.0296001346,6.6838089121,26.7140659164,,,,,10.0555094559,,,标准无保留意见,,0
14,600600.SH,600600,青岛啤酒,10002658,通用,2019-09-30 00:00:00,三季报,2019三季报,058001001,2019-10-29 00:00:00,2019-10-29 00:00:00,CNY,,2681986263.0,209095524.0,,,,,,,,,,,0.0,,,,,,,3444217304.0,185328606.0,,,3981404765,,,0.0,,0.0,,2200408651.0,,1398982270.0,200254783.0,,,,,,,,0.0,,,,,,10438788479.0,,,,,,199512331.0,1307103982.0,,,,,2462275737.0,,,,,1727873308.0,37154965.0,34222850.0,,0.0,,,,,,381586683.0,207860.0,369001472.0,35079692.0,,496538736.0,819230336.0,16645319553.0,,0.0,,19978312.0,0.0,,3010407428.0,250111620.0,328421165.0,41016096.0,,-48800068.0,,164060736.0,367082.0,,,,50784307,600000,,,,0.0,,,,,,,,,161925320.0,,,,,,,,1350982795.0,,,472942675.0,,,1240792890.0,,1400704380.0,732812725.0,36578469070,20221208479,12554928715,20722906003.0,36578469070,15855563067.0,16357260591.0,3300634352,3096222838.0,89017934.0,19903675667.0,,1182900008,,,,13557058925.0,,59575870.0,,,24.2898077852,,,,,,,,,,,,,,,,,,0.0008807884,-46.9618538015,,,3.0435983625,,,,,,,,-1.7215942267,9.2233428766,-4.8554051453,,,,,,,,,,,,,,,-0.7278828567,,,,,28.3056170779,0.0,,,,,-5.9310718879,,,,,1.9859147042,38.9487543572,,,,,,,,,0.9345804998,-67.7526451333,41.9617860248,15.8612734686,,1.8346788268,11.5759636907,17.8240333745,,,,4549.1464209253,,,-9.949088893,22.9459124514,,16.523,,-114.0394320612,,-44.675793155,88.305119524,,,,-16.1282941316,0.0,,,,,,,,,,,,,102.1937071699,,,,,,,,0.0,,,59.0043958445,,,10.2826397335,,0.0,-8.9318329673,5.7921782233,12.2818334163,4.8513219914,6.7962454638,5.7921782233,4.5079998947,-1.2627058636,3.2223625582,21.9290366136,-75.5513378849,6.6082725411,-4.8865375239,,,,,9.8507464808,,,,,0
15,600600.SH,600600,青岛啤酒,10002658,通用,2019-06-30 00:00:00,中报,2019中报,058001001,2019-08-16 00:00:00,2019-08-16 00:00:00,CNY,,3132055772.0,187260826.0,,,,,,,,,,,0.0,,,,,,,3444224970.0,251043812.0,,,4125343897,,,0.0,,0.0,,2203935280.0,,1461484969.0,199657543.0,,,,,,,,0.0,,,,,,10430089420.0,,,,,,199512331.0,1307103982.0,,,,,2503275628.0,,,,,1991414551.0,35464082.0,36333884.0,,0.0,,,,,,374748624.0,418880.0,395338888.0,26479383.0,,499702927.0,776330343.0,16573687567.0,,0.0,,20395883.0,0.0,,3469551042.0,215110826.0,337495270.0,27850000.0,,-45191630.0,,364090292.0,75395.0,,,,87141507,600000,,,,0.0,,,,,,,,,209438144.0,,,,,,,,1350982795.0,,,465722524.0,,,1252135930.0,,1400704380.0,989294283.0,37456413023,20914460608,14392636066,19728389555.0,37456413023,17728023468.0,16541952415.0,3335387402,4070117112.0,110116269.0,18952059212.0,,1450602959,,,,12601826366.0,,64521008.0,,3.9108482349,-2.8993062781,,,,,,,,,,,,,,,,,,0.0011099863,3.7206683848,,,2.9311460138,,,,,,,,20.5741869156,10.6817574956,-5.0873989384,,,,,,,,,,,,,,,-2.8937303967,,,,,28.3056170779,0.0,,,,,-6.4256127558,,,,,7.2452039426,30.3517629609,,,,,,,,,0.3240055635,-49.0165530672,44.3143626118,-13.2310125748,,1.3302727377,14.4000694019,23.0814674549,,,,4864.9179649464,,,2.4702786523,1.7783699268,-9.2104756181,50.5405405405,,-180.9590435676,,-12.1415508638,-28.8182479064,,,,9.6262926454,0.0,,,,,,,,,,,,,59.0369456107,,,,,,,,0.0,,,63.4298766387,,,16.2324810937,,0.0,4.346305355,9.1642320132,19.4090128658,11.1560874548,6.3082683459,9.1642320132,12.5284113479,-1.5184508904,18.8606231925,25.4848176312,-67.0326166218,6.0011402113,31.7522966762,,,,,9.1651138154,,,,,0
16,600600.SH,600600,青岛啤酒,10002658,通用,2019-03-31 00:00:00,一季报,2019一季报,058001001,2019-04-30 00:00:00,2019-04-30 00:00:00,CNY,,,95196732.0,,,,,,,,,,,0.0,,,,,,,3444188424.0,410197025.0,,,4232570457,,,0.0,,0.0,,2298186657.0,,1288240275.0,201100224.0,,,,,,,9044897.0,0.0,,,,,,10244566488.0,,,,,,199512331.0,1307103982.0,,,,,2546686903.0,1453498.0,225986508.0,,,2257776810.0,27291177.0,38384807.0,,0.0,,,,,,368029993.0,405120.0,396337259.0,30908755.0,,517610737.0,755626281.0,14071472455.0,,0.0,,19884857.0,0.0,,3302840400.0,113396732.0,,18200000.0,,-41375607.0,,398551613.0,326663.0,,,,86607524,600000,,2532560194.0,127897259.0,0.0,,,,,,,,,245351770.0,,,,,,,,1350982795.0,,,289936400.0,,,1097747195.0,,1400704380.0,751319127.0,35217612873,18847176277,12228638791,19536949278.0,35217612873,15680663595.0,16370436596.0,3452024804,2534013692.0,362928664.0,18781322997.0,,1397698233,,,,12427310674.0,,60204474.0,,,-30.3161661877,,,,,,,,,,,,,,,,,,0.0001102728,80.6054831729,,,,,,,,,,,21.4699230926,6.7170240678,-5.4636300985,,,,,,,-14.1293931457,,,,,,,,-5.3109260904,,,,,28.3056170779,0.0,,,,,-6.6227299131,72.9827576358,54.4591326458,,,14.3398801825,-0.9862275206,,,,,,,,,-0.8526633399,-51.1950655359,,-4.3630255968,,4.2476646515,13.4606556659,18.1378747759,,,,4691.0700173477,,,9.521180879,-29.5726552377,,-25.4098360656,,-1626.053450763,,44.4713314414,279.5229575239,,,,7.2411330153,,,-52.0748896985,-19.9685134742,,,,,,,,,,105.1138085842,,,,,,,,0.0,,,7.0510420567,,,14.7652227803,,0.0,-3.6723202541,7.7037229137,18.5550746625,7.9056372535,5.6907571878,7.7037229137,10.3216184136,-2.5638937005,19.8255440227,-52.055007877,14.6150367454,5.4003595892,,,,,,8.3456577696,,,,,0
17,600600.SH,600600,青岛啤酒,10002658,通用,2018-12-31 00:00:00,年报,2018年报,058001001,2019-03-29 00:00:00,2020-03-30 00:00:00,CNY,,2246348607.0,110705784.0,,,,,,,,,,,0.0,,,,,,,3444186312.0,379891294.0,,,5237538511,,,0.0,,0.0,,2343747145.0,,1207020387.0,205181181.0,,,,,,,,0.0,,,,,,10326694147.0,,,,,,199512331.0,1307103982.0,,,,,2599685515.0,,,,,2651224726.0,27932768.0,,,0.0,,,,,,370486200.0,630480.0,222324164.0,33107419.0,,526560514.0,719480301.0,12535737018.0,,0.0,,420320.0,0.0,,2572424544.0,164507334.0,326075937.0,53801550.0,,-44696804.0,,734941934.0,228510.0,,,,62438096,600000,,,,0.0,,,,,,,,,173564933.0,,,,,,,,1350982795.0,,,296155600.0,,,1175461292.0,,1400704380.0,691133999.0,34075265005,17760305197,12086870134,18689951387.0,34075265005,15385313618.0,16314959808.0,3298443484,2113507358.0,297784761.0,17970471086.0,,1202544491,,,,11619782072.0,,,,7.8040112904,-21.7058403203,,,,,,,,,,,,,,,,,,0.0001393655,89.8135576434,,,,,,,,,,,23.0888633909,6.2616972664,-7.0178454966,,,,,,,,,,,,,,,-6.0677860697,,,,,28.3056170779,0.0,,,,,-6.3586825104,,,,,10.7949972953,2.460724805,,,,,,,,,-1.4400763711,-39.8339536215,80.5453740593,-8.1437509492,,5.5213624249,14.3345659377,27.8441287025,,,,0.2767439641,,,8.3944863629,-10.4074702265,12.6449548042,27.4314306016,,-394.5020495091,,-32.9469645058,112.9954140412,,,,27.9520177597,,,,,,,,,,,,,,49.1179028069,,,,,,,,0.0,,,4.8211508554,,,13.8320084123,,0.0,72.4231827145,10.0099502075,26.2014224976,15.6391154053,5.15033584,10.0099502075,16.5535777362,-3.4716485184,20.0318400564,-59.2370251353,-14.5280404294,4.813249743,,,,,,7.5616849768,,,标准无保留意见,,0
18,600600.SH,600600,青岛啤酒,10002658,通用,2018-09-30 00:00:00,三季报,2018三季报,058001001,2018-10-29 00:00:00,2018-10-29 00:00:00,CNY,,,168232237.0,,,,,,,,,,,0.0,,,,,,,3444186968.0,349425120.0,,,3863806028,,,0.0,,0.0,,2238954360.0,,1280845498.0,210474156.0,,,,,,,1228144.0,0.0,,,,,,10515327747.0,,,,,,155497737.0,1307103982.0,,,,,2617522902.0,1752446.0,216105191.0,,,1694227397.0,26740049.0,,,0.0,,,,,,378053469.0,644580.0,259930142.0,30277323.0,,487592971.0,734235501.0,14127270198.0,,0.0,,429720.0,0.0,,3343006074.0,203432237.0,,35200000.0,,-22799569.0,,296544217.0,194940.0,,,,60549987,600000,,,,0.0,,,,,,,,,80084253.0,,,,,,,,1350982795.0,,,297440000.0,,,1125102639.0,,1400704380.0,804685928.0,34575778365,18009332288,11974029966,19404152190.0,34575778365,15171626175.0,16566446077.0,3197596209,2539364637.0,364101453.0,18669916689.0,,1243672533,,,,12341344378.0,,,,,-34.5562031871,,,,,,,,,,,,,,,,,,-0.0002403464,85.2352788338,,,,,,,,,,,15.5955740618,7.4563671022,-7.1112881887,,,,,,,,,,,,,,,-5.5003217309,,,,,9.1239688714,0.0,,,,,-7.0757804002,137.294180731,47.7013330979,,,2.2401225879,3.3849780433,,,,,,,,,-1.7208982048,-38.6931710101,,-10.4485151447,,-5.8691678596,14.3559648664,19.5668513574,,,,5.8898323879,,,2.185383192,-32.9440110635,,-23.9954208105,,44.7416720066,,-75.2734631948,,,,,-2.8434230206,,,,,,,,,,,,,,-24.3654801001,,,,,,,,0.0,,,3.565964458,,,16.3393379712,,0.0,6.6139583407,6.2132981616,16.854647328,5.08931966,5.6781596976,6.2132981616,6.9056777176,-3.3542714128,14.303777559,-55.2133409637,10.0991976204,5.3637215899,,,,,,8.0453575177,,,,,0
19,600600.SH,600600,青岛啤酒,10002658,通用,2018-06-30 00:00:00,中报,2018中报,058001001,2018-08-29 00:00:00,2018-08-29 00:00:00,CNY,,3014175926.0,192852202.0,,,,,,,,,,,0.0,,,,,,,3444186740.0,242038367.0,,,4007867450,,,0.0,,0.0,,1827866591.0,,1320438889.0,210359363.0,,,,,,,,0.0,,,,,,10740902171.0,,,,,,155497737.0,1307103982.0,,,,,2675171809.0,,,,,1856879821.0,27206446.0,,,0.0,,,,,,373538339.0,821600.0,273942857.0,30517105.0,,493142783.0,678610028.0,13465623956.0,,0.0,,410800.0,0.0,,3385909639.0,211352202.0,371733713.0,18500000.0,,-16084775.0,,414405553.0,105919.0,,,,79489605,600000,,,,0.0,,,,,,,,,131691503.0,,,,,,,,1350982795.0,,,284967800.0,,,1077268521.0,,1400704380.0,948087505.0,34311983268,17514976555,12948131223,18557718851.0,34311983268,15754264417.0,16797006713.0,2806133194,3243513589.0,334015799.0,17879108823.0,,1101007721,,,,11543821946.0,,,,-2.0941214432,-14.6929782927,,,,,,,,,,,,,,,,,,-0.000165496,50.5519238795,,,,,,,,,,,-6.1247363369,9.925879364,-10.2906363602,,,,,,,,,,,,,,,-4.6581891884,,,,,9.1239688714,0.0,,,,,-6.6674777457,,,,,1.4923397071,10.6534649857,,,,,,,,,-4.4753673523,-34.2993314781,,-13.1412555928,,-5.047365807,13.8922836629,14.4937683301,,,,0.050902236,,,1.2445530569,-22.3349119619,39.9380247847,-59.83887792,,64.0734304236,,-61.1423471569,,,,,15.3826792479,,,,,,,,,,,,,,-1.9122096663,,,,,,,,0.0,,,-13.6801783054,,,5.7884430645,,0.0,2.4859772046,5.0544233536,14.1974232464,5.8348151984,5.4967747726,5.0544233536,4.5380910842,-3.0402884206,-1.0557290182,-47.3906682013,31.6224248074,5.2024323155,,,,,,7.8725472685,,,,,0
20,600600.SH,600600,青岛啤酒,10002658,通用,2018-03-31 00:00:00,一季报,2018一季报,058001001,2018-04-27 00:00:00,2018-04-27 00:00:00,CNY,0.0,2747610922.0,136612363.0,,1023936197,,,,,,,,,0.0,0.0,,600000,,,,3444184626.0,227123240.0,,,,,,0.0,0.0,0.0,0.0,1891980005.0,,1207155359.0,212722600.0,,,,,,,10533170.0,0.0,,,,,,10819164308.0,908933,,,1138574427.0,,155497737.0,1307103982.0,,,,,2727309227.0,840256.0,146308285.0,,,1974618835.0,27563011.0,,,0.0,,,0.0,,,371195037.0,830080.0,,32318834.0,,496520223.0,665980887.0,11911059414.0,,0.0,0.0,415040.0,0.0,0.0,3015709266.0,161012363.0,268098344.0,24400000.0,,-2397122.0,,275868997.0,86072.0,,,,80759613,,,5284411821.0,159808676.0,0.0,0.0,,,,,,,,119617383.0,,,,,,,,1350982795.0,,,270839400.0,278822645,,956515544.0,,1400704380.0,779961823.0,32698603094,15897401550,11332715419,18485012122.0,32698603094,14213590972.0,16801201544.0,2880875553,5285252077.0,316650131.0,17819031235.0,,,,,,11470058819.0,,,,4.5368996563,5.108707229,,47.0149926631,,,,,,,,,,,,-1.4198822953,,,,-0.000227978,58.0368441169,,,,,,,,,,,-3.8739329258,12.49669792,-11.9913530493,,,,,,,-28.884700823,,,,,,,-54.1563439385,-4.6801202692,,,5583.3709595983,,9.1239688714,0.0,,,,,-6.518195933,3.0250716051,46.0065522393,,,0.4630650367,10.0629074972,,,,,,,,,-0.663369096,-30.2406884496,,-13.3569874789,,-5.8591323726,12.6164614454,19.9076151658,,,,6.2314752722,,,6.0771639276,2.5122564207,24.9441564678,-9.9431608474,,95.0885693632,,-74.4195600711,,,,,13.9876003593,,,5.4282884258,-0.3490027453,,,,,,,,,,-12.8902665342,,,,,,,,0.0,,,-9.7431854021,76.7368138201,,6.1270878774,,0.0,6.5723212516,5.928785076,17.1744868936,8.0727814705,5.7133277951,5.928785076,6.2103081692,-2.8898976473,-0.5328433025,5.4278974485,14.9839305258,5.4716938182,,,,,,8.1566679789,,,,,0
