date,etf1_position,etf2_position,total_position,cash,calculate_returns_etf1,calculate_returns_etf2
2021-12-02,604468,0,604468,0.46600000044327317,0.05569540591567025,0.00527009222661397
2021-12-03,604468,0,604468,0.46600000044327317,0.03724222837796245,0.027814569536423864
2021-12-06,604468,0,604468,0.46600000044327317,0.02171215880893295,0.014435695538057755
2021-12-07,604468,0,604468,0.46600000044327317,0.011771995043370448,0.0537634408602151
2021-12-08,0,2518103,2518103,0.20200000051409006,0.028553693358162657,0.03289473684210529
2021-12-09,0,2518103,2518103,0.20200000051409006,0.02852760736196332,0.039630118890356704
2021-12-10,0,2518103,2518103,0.20200000051409006,0.037561576354679764,0.05660377358490571
2021-12-13,0,2518103,2518103,0.20200000051409006,0.03386211104331902,0.04845222072678335
2021-12-14,0,2518103,2518103,0.20200000051409006,0.02545454545454548,0.0363881401617251
2021-12-15,0,2518103,2518103,0.20200000051409006,0.017900485436893255,0.04864864864864869
2021-12-16,0,2518103,2518103,0.20200000051409006,0.01624548736462102,0.042384105960264935
2021-12-17,0,2518103,2518103,0.20200000051409006,0.001203369434416367,0.04926764314247674
2021-12-20,0,2518103,2518103,0.20200000051409006,-0.021244309559939254,0.04672897196261686
2021-12-21,0,2518103,2518103,0.20200000051409006,-0.010664229128580177,0.07258064516129038
2021-12-22,0,0,0,2001892.0870000005,-0.017184202592704367,0.06998654104979818
2021-12-23,0,0,0,2001892.0870000005,-0.0015271838729382693,0.07827260458839413
2021-12-24,0,0,0,2001892.0870000005,-0.035315424086930274,0.05452127659574473
2021-12-27,0,0,0,2001892.0870000005,-0.05982905982905979,0.059840425531914945
2021-12-28,0,0,0,2001892.0870000005,-0.045562130177514766,0.04216073781291176
2021-12-29,0,0,0,2001892.0870000005,-0.05353955978584181,0.02470741222366712
2021-12-30,0,0,0,2001892.0870000005,-0.044239904988123524,0.028683181225554133
2021-12-31,0,0,0,2001892.0870000005,-0.04340071343638523,0.05158730158730163
2022-01-04,0,0,0,2001892.0870000005,-0.06934198878725284,0.08010680907877177
2022-01-05,0,0,0,2001892.0870000005,-0.09509746012994685,0.08556149732620329
2022-01-06,0,0,0,2001892.0870000005,-0.09836552748885598,0.07915567282321892
2022-01-07,0,0,0,2001892.0870000005,-0.1049180327868852,0.0812581913499344
2022-01-10,0,0,0,2001892.0870000005,-0.11038575667655783,0.06829896907216486
2022-01-11,0,0,0,2001892.0870000005,-0.1013964784456588,0.07632600258732204
2022-01-12,0,0,0,2001892.0870000005,-0.07072872014696872,0.05484693877551011
2022-01-13,0,0,0,2001892.0870000005,-0.09776704888352439,0.06369426751592348
2022-01-14,0,0,0,2001892.0870000005,-0.10080524903071877,0.029224904701397738
2022-01-17,0,0,0,2001892.0870000005,-0.08961424332344214,0.036989795918367235
2022-01-18,0,0,0,2001892.0870000005,-0.10091472410740622,0.05263157894736832
2022-01-19,0,0,0,2001892.0870000005,-0.11790780141843972,0.08582574772431723
2022-01-20,0,0,0,2001892.0870000005,-0.11326378539493291,0.06829896907216486
2022-01-21,0,0,0,2001892.0870000005,-0.1293664890467733,0.04320203303684869
2022-01-24,0,0,0,2001892.0870000005,-0.10997596153846144,0.043147208121827305
2022-01-25,0,0,0,2001892.0870000005,-0.10666666666666676,0.020408163265306138
2022-01-26,0,0,0,2001892.0870000005,-0.10502001847859556,0.010025062656641612
2022-01-27,0,0,0,2001892.0870000005,-0.13650306748466254,0.0025157232704402536
2022-01-28,0,0,0,2001892.0870000005,-0.1376567757724075,-0.010012515644555704
2022-02-07,0,0,0,2001892.0870000005,-0.11451814768460579,0.022698612862547308
2022-02-08,0,0,0,2001892.0870000005,-0.135423197492163,0.04140526976160592
2022-02-09,0,0,0,2001892.0870000005,-0.1348419094854309,0.05436156763590382
2022-02-10,0,0,0,2001892.0870000005,-0.1389063482086737,0.07233502538071059
2022-02-11,0,0,0,2001892.0870000005,-0.1736564150357253,0.07477820025348535
2022-02-14,0,0,0,2001892.0870000005,-0.17775015537600997,0.04528301886792443
2022-02-15,0,0,0,2001892.0870000005,-0.13570069752694988,0.018541409147095057
2022-02-16,0,0,0,2001892.0870000005,-0.11063968668407309,0.027093596059113188
2022-02-17,0,0,0,2001892.0870000005,-0.09558338826631496,0.014669926650366762
2022-02-18,0,0,0,2001892.0870000005,-0.08791208791208799,0.03030303030303033
2022-02-21,0,0,0,2001892.0870000005,-0.09506337558372252,0.02533172496984321
