,open,close,low,high,volume,money,factor,pre_close
2006-08-01 10:00:00,1015.19,1015.02,1014.91,1015.54,2829300.0,15410016.0,1.0,1015.09
2006-08-01 10:01:00,1015.33,1015.99,1015.05,1015.99,4171500.0,13416288.0,1.0,1015.02
2006-08-01 10:02:00,1015.77,1016.2,1015.23,1016.2,2141500.0,19235520.0,1.0,1015.99
2006-08-01 10:03:00,1015.67,1016.05,1015.47,1016.25,2441700.0,11135168.0,1.0,1016.2
2006-08-01 10:04:00,1015.76,1016.77,1015.76,1016.92,1966300.0,13392480.0,1.0,1016.05
2006-08-01 10:05:00,1016.54,1016.82,1016.51,1017.02,1719500.0,10510976.0,1.0,1016.77
2006-08-01 10:06:00,1016.46,1016.38,1015.96,1016.55,1675000.0,9291456.0,1.0,1016.82
2006-08-01 10:07:00,1016.18,1016.2,1016.04,1016.4,1306800.0,9109184.0,1.0,1016.38
2006-08-01 10:08:00,1016.13,1015.83,1015.83,1016.35,2647300.0,7737856.0,1.0,1016.2
2006-08-01 10:09:00,1015.65,1015.77,1015.4,1015.9,2025200.0,12741888.0,1.0,1015.83
2006-08-01 10:10:00,1015.7,1015.2,1015.05,1015.7,1826500.0,10881472.0,1.0,1015.77
2006-08-01 10:11:00,1015.31,1014.41,1014.26,1015.31,3606100.0,8408128.0,1.0,1015.2
2006-08-01 10:12:00,1014.31,1014.42,1014.02,1014.54,2150400.0,16665664.0,1.0,1014.41
2006-08-01 10:13:00,1014.62,1014.43,1014.0,1014.62,2526700.0,10771904.0,1.0,1014.42
2006-08-01 10:14:00,1014.13,1013.91,1013.91,1014.39,1756700.0,12041472.0,1.0,1014.43
2006-08-01 10:15:00,1013.74,1014.16,1013.66,1014.2,2088200.0,8807104.0,1.0,1013.91
2006-08-01 10:16:00,1014.18,1013.98,1013.63,1014.18,2727300.0,10935104.0,1.0,1014.16
2006-08-01 10:17:00,1013.99,1013.96,1013.65,1014.0,2836500.0,16334464.0,1.0,1013.98
2006-08-01 10:18:00,1013.72,1014.13,1013.72,1014.41,3459300.0,16774848.0,1.0,1013.96
2006-08-01 10:19:00,1014.03,1014.14,1013.77,1014.27,2217000.0,20058304.0,1.0,1014.13
2006-08-01 10:20:00,1014.36,1014.54,1014.34,1014.81,3437600.0,13930752.0,1.0,1014.14
2006-08-01 10:21:00,1014.65,1015.03,1014.65,1015.37,2877700.0,17042368.0,1.0,1014.54
2006-08-01 10:22:00,1015.07,1016.0,1015.07,1016.2,2754700.0,13991040.0,1.0,1015.03
2006-08-01 10:23:00,1016.25,1016.32,1015.85,1016.37,4321700.0,22271360.0,1.0,1016.0
2006-08-01 10:24:00,1016.44,1016.79,1016.25,1016.88,2915900.0,16033408.0,1.0,1016.32
2006-08-01 10:25:00,1016.85,1017.31,1016.6,1017.53,1895000.0,15150016.0,1.0,1016.79
2006-08-01 10:26:00,1017.29,1017.76,1017.29,1018.05,2476900.0,9283520.0,1.0,1017.31
2006-08-01 10:27:00,1017.95,1018.15,1017.64,1018.28,3188000.0,11119680.0,1.0,1017.76
2006-08-01 10:28:00,1018.11,1018.13,1017.79,1018.48,2027500.0,14649792.0,1.0,1018.15
2006-08-01 10:29:00,1017.79,1018.17,1017.79,1018.53,1794500.0,10819776.0,1.0,1018.13
2006-08-01 10:30:00,1018.17,1018.64,1018.17,1018.88,2844100.0,9574400.0,1.0,1018.17
2006-08-01 10:31:00,1018.13,1018.87,1017.57,1018.87,2271500.0,12209728.0,1.0,1018.64
2006-08-01 10:32:00,1018.41,1019.24,1018.0,1019.24,1694100.0,12187904.0,1.0,1018.87
2006-08-01 10:33:00,1018.86,1018.53,1018.05,1018.86,1585800.0,10759936.0,1.0,1019.24
2006-08-01 10:34:00,1018.31,1018.6,1018.26,1019.1,2146200.0,12067072.0,1.0,1018.53
2006-08-01 10:35:00,1018.6,1019.13,1018.6,1019.13,2607400.0,12909248.0,1.0,1018.6
2006-08-01 10:36:00,1018.95,1019.1,1018.66,1019.1,2742100.0,11914816.0,1.0,1019.13
2006-08-01 10:37:00,1019.23,1018.61,1018.32,1019.23,4251000.0,15738560.0,1.0,1019.1
2006-08-01 10:38:00,1018.61,1018.35,1018.15,1018.61,1827300.0,17289472.0,1.0,1018.61
2006-08-01 10:39:00,1018.26,1018.16,1017.9,1018.26,2498300.0,9471488.0,1.0,1018.35
2006-08-01 10:40:00,1018.31,1017.74,1017.7,1018.31,1559500.0,15556672.0,1.0,1018.16
2006-08-01 10:41:00,1017.75,1017.39,1017.35,1018.0,2962900.0,10815680.0,1.0,1017.74
2006-08-01 10:42:00,1017.3,1016.73,1016.64,1017.38,1917000.0,13842816.0,1.0,1017.39
2006-08-01 10:43:00,1016.75,1016.26,1016.12,1016.75,1906300.0,12411520.0,1.0,1016.73
2006-08-01 10:44:00,1016.3,1016.01,1015.87,1016.3,1317000.0,12183296.0,1.0,1016.26
2006-08-01 10:45:00,1016.01,1016.49,1015.94,1016.49,1987900.0,7752384.0,1.0,1016.01
2006-08-01 10:46:00,1016.92,1015.94,1015.94,1016.92,1531100.0,9126080.0,1.0,1016.49
2006-08-01 10:47:00,1016.1,1016.42,1015.96,1016.46,1694100.0,10564544.0,1.0,1015.94
2006-08-01 10:48:00,1016.21,1016.07,1016.03,1016.5,1530600.0,9077696.0,1.0,1016.42
2006-08-01 10:49:00,1016.24,1015.73,1015.7,1016.24,1956300.0,8611200.0,1.0,1016.07
2006-08-01 10:50:00,1015.97,1015.89,1015.66,1016.88,1430500.0,10163840.0,1.0,1015.73
2006-08-01 10:51:00,1015.81,1016.23,1015.81,1016.37,1337800.0,8329472.0,1.0,1015.89
2006-08-01 10:52:00,1016.16,1016.69,1015.82,1016.86,1692800.0,7571456.0,1.0,1016.23
2006-08-01 10:53:00,1016.46,1016.35,1016.13,1016.58,1309100.0,10049152.0,1.0,1016.69
2006-08-01 10:54:00,1016.16,1016.48,1015.99,1016.56,1646200.0,7641728.0,1.0,1016.35
2006-08-01 10:55:00,1016.3,1017.71,1016.3,1017.71,2174300.0,8838400.0,1.0,1016.48
2006-08-01 10:56:00,1017.57,1017.59,1017.29,1017.98,1711000.0,11006336.0,1.0,1017.71
2006-08-01 10:57:00,1017.68,1017.37,1016.89,1018.09,1983600.0,10296064.0,1.0,1017.59
2006-08-01 10:58:00,1017.68,1017.98,1017.68,1018.4,1823000.0,10273536.0,1.0,1017.37
2006-08-01 10:59:00,1018.01,1017.46,1017.34,1018.08,1527900.0,10785920.0,1.0,1017.98
2006-08-01 11:00:00,1017.3,1018.25,1017.3,1019.11,1561600.0,9215872.0,1.0,1017.46
2006-08-01 11:01:00,1018.53,1018.44,1018.25,1018.85,2212500.0,10472704.0,1.0,1018.25
2006-08-01 11:02:00,1018.92,1019.03,1018.78,1019.03,1606300.0,10046080.0,1.0,1018.44
2006-08-01 11:03:00,1018.95,1019.66,1018.95,1019.66,1156500.0,10009472.0,1.0,1019.03
2006-08-01 11:04:00,1019.62,1020.28,1019.62,1020.56,3255100.0,7557504.0,1.0,1019.66
2006-08-01 11:05:00,1020.1,1020.4,1019.96,1020.47,2036200.0,18148480.0,1.0,1020.28
2006-08-01 11:06:00,1020.28,1020.8,1020.28,1021.35,2804000.0,11483648.0,1.0,1020.4
2006-08-01 11:07:00,1020.75,1020.97,1020.75,1021.18,1363100.0,12814848.0,1.0,1020.8
2006-08-01 11:08:00,1020.8,1020.82,1020.72,1021.12,2046700.0,7329664.0,1.0,1020.97
2006-08-01 11:09:00,1020.77,1020.51,1020.49,1021.01,1361500.0,11693568.0,1.0,1020.82
2006-08-01 11:10:00,1020.45,1020.59,1020.37,1020.75,1602600.0,6885760.0,1.0,1020.51
2006-08-01 11:11:00,1020.53,1020.11,1020.11,1020.85,890300.0,9263616.0,1.0,1020.59
2006-08-01 11:12:00,1020.23,1019.98,1019.98,1020.62,1372200.0,5470208.0,1.0,1020.11
2006-08-01 11:13:00,1020.04,1020.27,1020.0,1020.69,980300.0,7347584.0,1.0,1019.98
2006-08-01 11:14:00,1020.2,1020.09,1020.08,1020.55,1652100.0,5420416.0,1.0,1020.27
2006-08-01 11:15:00,1020.01,1020.17,1019.74,1020.45,1572600.0,8847872.0,1.0,1020.09
2006-08-01 11:16:00,1019.99,1019.97,1019.72,1020.01,1417000.0,7636608.0,1.0,1020.17
2006-08-01 11:17:00,1019.97,1020.63,1019.41,1020.85,1166700.0,7645056.0,1.0,1019.97
2006-08-01 11:18:00,1020.13,1021.0,1019.52,1021.0,1388500.0,7267712.0,1.0,1020.63
2006-08-01 11:19:00,1020.85,1020.11,1019.93,1020.87,1178400.0,7489536.0,1.0,1021.0
2006-08-01 11:20:00,1020.19,1020.67,1019.55,1021.01,3318200.0,7498880.0,1.0,1020.11
2006-08-01 11:21:00,1020.36,1019.93,1019.81,1020.36,1304100.0,13683456.0,1.0,1020.67
2006-08-01 11:22:00,1020.31,1020.37,1020.1,1021.04,971300.0,5767040.0,1.0,1019.93
2006-08-01 11:23:00,1020.19,1019.8,1019.8,1020.56,1548900.0,5640704.0,1.0,1020.37
2006-08-01 11:24:00,1019.83,1021.1,1019.83,1021.42,1854700.0,6953088.0,1.0,1019.8
2006-08-01 11:25:00,1020.93,1020.79,1020.54,1020.93,1454400.0,9371520.0,1.0,1021.1
2006-08-01 11:26:00,1020.85,1020.62,1020.4,1020.85,1220700.0,7246336.0,1.0,1020.79
2006-08-01 11:27:00,1020.81,1021.05,1020.81,1021.52,2373100.0,7488640.0,1.0,1020.62
2006-08-01 11:28:00,1022.12,1022.13,1021.89,1022.18,1661400.0,12381440.0,1.0,1021.05
2006-08-01 11:29:00,1021.86,1022.18,1021.64,1022.36,1386500.0,9018752.0,1.0,1022.13
2006-08-01 11:30:00,1022.05,1022.62,1022.03,1023.13,2328100.0,18615424.0,1.0,1022.18
2006-08-01 13:01:00,1022.62,1022.86,1022.4,1022.86,5424600.0,1543604265.0,1.0,1022.62
2006-08-01 13:02:00,1022.76,1022.58,1022.48,1022.83,1386200.0,28235648.0,1.0,1022.86
2006-08-01 13:03:00,1022.96,1022.51,1022.36,1022.97,890500.0,7464064.0,1.0,1022.58
2006-08-01 13:04:00,1022.46,1022.56,1022.02,1022.56,850300.0,5915392.0,1.0,1022.51
2006-08-01 13:05:00,1022.27,1022.41,1021.95,1022.41,817700.0,5408512.0,1.0,1022.56
2006-08-01 13:06:00,1021.9,1021.42,1021.42,1021.9,1151600.0,6389632.0,1.0,1022.41
2006-08-01 13:07:00,1021.15,1020.98,1020.98,1021.36,1361700.0,9091712.0,1.0,1021.42
2006-08-01 13:08:00,1021.17,1021.09,1020.92,1021.75,1253500.0,5837696.0,1.0,1020.98
2006-08-01 13:09:00,1021.03,1020.68,1020.68,1021.08,790100.0,6920576.0,1.0,1021.09
2006-08-01 13:10:00,1020.52,1020.24,1020.11,1020.71,1208900.0,5235712.0,1.0,1020.68
2006-08-01 13:11:00,1020.5,1020.11,1020.11,1020.66,998600.0,7375872.0,1.0,1020.24
2006-08-01 13:12:00,1020.28,1019.86,1019.86,1020.36,1060700.0,6537216.0,1.0,1020.11
2006-08-01 13:13:00,1019.98,1019.78,1019.5,1020.0,836600.0,5223296.0,1.0,1019.86
2006-08-01 13:14:00,1019.54,1020.37,1019.19,1020.37,1496700.0,4968832.0,1.0,1019.78
2006-08-01 13:15:00,1020.45,1019.87,1019.61,1020.45,1842200.0,8894720.0,1.0,1020.37
2006-08-01 13:16:00,1019.49,1019.02,1019.02,1019.51,2081400.0,10643968.0,1.0,1019.87
2006-08-01 13:17:00,1019.1,1019.83,1019.1,1020.16,1393300.0,11931520.0,1.0,1019.02
2006-08-01 13:18:00,1020.18,1019.68,1019.46,1020.18,1659200.0,7383168.0,1.0,1019.83
2006-08-01 13:19:00,1020.4,1020.23,1019.87,1020.4,1673100.0,11211392.0,1.0,1019.68
2006-08-01 13:20:00,1020.12,1019.9,1019.69,1020.14,2086300.0,8676992.0,1.0,1020.23
2006-08-01 13:21:00,1020.0,1019.99,1019.87,1020.2,1040100.0,10246144.0,1.0,1019.9
2006-08-01 13:22:00,1020.26,1020.37,1020.13,1020.37,810200.0,4907904.0,1.0,1019.99
2006-08-01 13:23:00,1020.17,1020.16,1019.92,1020.57,978600.0,6625024.0,1.0,1020.37
2006-08-01 13:24:00,1020.08,1020.85,1019.81,1020.96,1171500.0,4860800.0,1.0,1020.16
2006-08-01 13:25:00,1020.38,1020.42,1020.38,1020.7,680100.0,5380224.0,1.0,1020.85
2006-08-01 13:26:00,1020.62,1020.33,1020.31,1020.66,1264400.0,4972160.0,1.0,1020.42
2006-08-01 13:27:00,1020.43,1019.76,1019.76,1020.45,1545300.0,8254592.0,1.0,1020.33
2006-08-01 13:28:00,1020.3,1019.63,1019.62,1020.4,1859300.0,8014336.0,1.0,1019.76
2006-08-01 13:29:00,1019.35,1018.9,1018.86,1019.35,2273300.0,11412352.0,1.0,1019.63
2006-08-01 13:30:00,1019.06,1018.4,1018.4,1019.1,2445200.0,12921600.0,1.0,1018.9
2006-08-01 13:31:00,1018.2,1017.76,1017.61,1018.2,5208500.0,16157440.0,1.0,1018.4
2006-08-01 13:32:00,1017.65,1017.24,1017.24,1017.86,1994900.0,19797888.0,1.0,1017.76
2006-08-01 13:33:00,1017.37,1017.22,1016.64,1017.37,3248200.0,12175616.0,1.0,1017.24
2006-08-01 13:34:00,1017.02,1017.02,1016.5,1017.02,2349300.0,21598848.0,1.0,1017.22
2006-08-01 13:35:00,1016.95,1016.66,1016.14,1017.01,1950800.0,18548736.0,1.0,1017.02
2006-08-01 13:36:00,1016.68,1016.17,1015.96,1016.8,1585800.0,11393664.0,1.0,1016.66
2006-08-01 13:37:00,1016.08,1016.65,1016.08,1017.08,2250600.0,8467584.0,1.0,1016.17
2006-08-01 13:38:00,1016.53,1017.07,1016.48,1017.89,2845400.0,13050752.0,1.0,1016.65
2006-08-01 13:39:00,1016.96,1016.87,1016.77,1017.8,2070500.0,16321920.0,1.0,1017.07
2006-08-01 13:40:00,1016.88,1017.06,1016.76,1017.57,911300.0,12541184.0,1.0,1016.87
2006-08-01 13:41:00,1017.17,1016.95,1016.8,1017.17,1571600.0,6400896.0,1.0,1017.06
2006-08-01 13:42:00,1016.99,1017.04,1016.77,1017.22,1685100.0,10973312.0,1.0,1016.95
2006-08-01 13:43:00,1017.11,1017.25,1016.87,1017.25,1579500.0,10956160.0,1.0,1017.04
2006-08-01 13:44:00,1017.16,1017.66,1017.07,1017.66,1705500.0,11225984.0,1.0,1017.25
2006-08-01 13:45:00,1017.54,1017.85,1017.45,1018.18,1504000.0,10376448.0,1.0,1017.66
2006-08-01 13:46:00,1017.49,1017.66,1017.49,1018.33,1266000.0,9059456.0,1.0,1017.85
2006-08-01 13:47:00,1018.04,1017.84,1017.7,1018.26,1600300.0,8615552.0,1.0,1017.66
2006-08-01 13:48:00,1017.51,1017.51,1017.14,1017.66,1814500.0,13550208.0,1.0,1017.84
2006-08-01 13:49:00,1017.73,1017.75,1017.33,1017.83,1222800.0,9417728.0,1.0,1017.51
2006-08-01 13:50:00,1017.57,1017.83,1017.3,1017.83,1015000.0,6044672.0,1.0,1017.75
2006-08-01 13:51:00,1017.85,1017.27,1017.27,1017.98,1082900.0,6379904.0,1.0,1017.83
2006-08-01 13:52:00,1017.43,1017.17,1017.17,1017.73,1462300.0,5698432.0,1.0,1017.27
2006-08-01 13:53:00,1017.31,1017.01,1017.01,1017.31,1232100.0,9429504.0,1.0,1017.17
2006-08-01 13:54:00,1017.05,1017.09,1016.83,1017.21,1362200.0,6833152.0,1.0,1017.01
2006-08-01 13:55:00,1017.23,1017.13,1016.76,1017.23,2030500.0,8052608.0,1.0,1017.09
2006-08-01 13:56:00,1017.05,1016.86,1016.8,1017.15,5066400.0,10212480.0,1.0,1017.13
2006-08-01 13:57:00,1016.83,1017.01,1016.65,1017.01,1974900.0,17819520.0,1.0,1016.86
2006-08-01 13:58:00,1016.89,1017.08,1016.56,1017.08,1467200.0,9225856.0,1.0,1017.01
2006-08-01 13:59:00,1016.99,1017.01,1016.74,1017.01,1422000.0,8800640.0,1.0,1017.08
2006-08-01 14:00:00,1016.61,1016.7,1016.38,1017.09,2235800.0,8532480.0,1.0,1017.01
2006-08-01 14:01:00,1016.66,1016.16,1016.16,1016.89,1975600.0,12548864.0,1.0,1016.7
2006-08-01 14:02:00,1016.35,1016.73,1016.06,1016.73,2422200.0,8590080.0,1.0,1016.16
2006-08-01 14:03:00,1016.59,1015.95,1015.95,1016.59,2341400.0,12843648.0,1.0,1016.73
2006-08-01 14:04:00,1016.16,1015.77,1015.77,1016.23,1972100.0,16625280.0,1.0,1015.95
2006-08-01 14:05:00,1016.4,1015.79,1015.79,1016.4,1958400.0,12834816.0,1.0,1015.77
2006-08-01 14:06:00,1015.87,1015.86,1015.56,1016.08,2260700.0,11227520.0,1.0,1015.79
2006-08-01 14:07:00,1015.88,1015.43,1015.41,1015.88,1983500.0,12883712.0,1.0,1015.86
2006-08-01 14:08:00,1015.7,1015.3,1015.06,1015.7,2259100.0,11077760.0,1.0,1015.43
2006-08-01 14:09:00,1015.29,1015.03,1014.77,1015.29,2424500.0,13102720.0,1.0,1015.3
2006-08-01 14:10:00,1014.81,1015.25,1014.62,1015.38,1949900.0,15537408.0,1.0,1015.03
2006-08-01 14:11:00,1015.01,1014.87,1014.65,1015.55,2183600.0,11190528.0,1.0,1015.25
2006-08-01 14:12:00,1014.89,1014.76,1014.71,1015.16,2352800.0,12765696.0,1.0,1014.87
2006-08-01 14:13:00,1014.88,1015.14,1014.69,1015.14,1799300.0,13667584.0,1.0,1014.76
2006-08-01 14:14:00,1015.24,1014.88,1014.64,1015.24,2010100.0,9698560.0,1.0,1015.14
2006-08-01 14:15:00,1014.71,1014.62,1014.43,1014.81,1958600.0,11599360.0,1.0,1014.88
2006-08-01 14:16:00,1014.59,1015.51,1014.46,1015.51,2199500.0,11713024.0,1.0,1014.62
2006-08-01 14:17:00,1015.42,1015.09,1014.97,1015.42,1550200.0,11047168.0,1.0,1015.51
2006-08-01 14:18:00,1015.81,1015.33,1015.02,1015.81,1627900.0,13032448.0,1.0,1015.09
2006-08-01 14:19:00,1015.02,1015.25,1015.02,1016.01,2520800.0,6233600.0,1.0,1015.33
2006-08-01 14:20:00,1015.34,1015.13,1015.1,1015.46,2146000.0,13715456.0,1.0,1015.25
2006-08-01 14:21:00,1015.17,1015.47,1014.95,1016.04,3232700.0,10934272.0,1.0,1015.13
2006-08-01 14:22:00,1015.08,1014.8,1014.75,1015.37,2686900.0,12998400.0,1.0,1015.47
2006-08-01 14:23:00,1014.83,1013.68,1013.63,1014.87,3832200.0,17901056.0,1.0,1014.8
2006-08-01 14:24:00,1013.65,1012.58,1012.58,1013.85,3487600.0,20295168.0,1.0,1013.68
2006-08-01 14:25:00,1012.72,1011.46,1011.46,1012.72,5627900.0,21282048.0,1.0,1012.58
2006-08-01 14:26:00,1011.5,1010.96,1010.96,1011.5,5363200.0,35694080.0,1.0,1011.46
2006-08-01 14:27:00,1010.79,1010.21,1010.21,1010.88,5002700.0,31000064.0,1.0,1010.96
2006-08-01 14:28:00,1010.05,1009.62,1009.62,1010.27,6267900.0,30570240.0,1.0,1010.21
2006-08-01 14:29:00,1009.53,1010.69,1009.41,1010.87,5576600.0,32986112.0,1.0,1009.62
2006-08-01 14:30:00,1010.77,1011.17,1010.24,1011.75,7848700.0,25176576.0,1.0,1010.69
2006-08-01 14:31:00,1010.57,1011.04,1010.57,1011.27,2726700.0,33864192.0,1.0,1011.17
2006-08-01 14:32:00,1010.93,1010.64,1010.27,1011.14,3173400.0,18401792.0,1.0,1011.04
2006-08-01 14:33:00,1010.82,1010.95,1010.82,1011.44,2555300.0,16034560.0,1.0,1010.64
2006-08-01 14:34:00,1011.27,1011.17,1011.13,1011.48,3919500.0,15769088.0,1.0,1010.95
2006-08-01 14:35:00,1011.09,1011.36,1011.09,1011.53,3851600.0,15549952.0,1.0,1011.17
2006-08-01 14:36:00,1011.7,1012.24,1011.64,1012.45,3902800.0,16320256.0,1.0,1011.36
2006-08-01 14:37:00,1011.87,1011.79,1011.7,1012.12,2594900.0,18862336.0,1.0,1012.24
2006-08-01 14:38:00,1011.72,1011.48,1011.48,1012.81,3721400.0,15902720.0,1.0,1011.79
2006-08-01 14:39:00,1011.99,1011.85,1011.66,1012.22,2177900.0,21364480.0,1.0,1011.48
2006-08-01 14:40:00,1012.33,1012.24,1011.95,1012.36,3600700.0,13726208.0,1.0,1011.85
2006-08-01 14:41:00,1012.55,1011.81,1011.54,1012.55,2060100.0,16101376.0,1.0,1012.24
2006-08-01 14:42:00,1011.68,1011.87,1011.68,1012.02,2924600.0,11826432.0,1.0,1011.81
2006-08-01 14:43:00,1011.56,1011.26,1011.26,1011.95,2241500.0,16538880.0,1.0,1011.87
2006-08-01 14:44:00,1011.69,1011.32,1011.32,1012.08,2109600.0,16837888.0,1.0,1011.26
2006-08-01 14:45:00,1011.52,1011.55,1010.87,1011.55,2503100.0,10004992.0,1.0,1011.32
2006-08-01 14:46:00,1011.43,1011.16,1010.9,1011.43,3106400.0,11588608.0,1.0,1011.55
2006-08-01 14:47:00,1011.34,1010.85,1010.84,1011.48,2922600.0,18569984.0,1.0,1011.16
2006-08-01 14:48:00,1011.26,1010.23,1010.23,1011.26,5904100.0,17705728.0,1.0,1010.85
2006-08-01 14:49:00,1010.42,1010.45,1010.38,1010.68,3639700.0,31289344.0,1.0,1010.23
2006-08-01 14:50:00,1010.45,1010.33,1009.91,1010.5,3219000.0,18185216.0,1.0,1010.45
2006-08-01 14:51:00,1010.23,1009.91,1009.64,1010.24,4248300.0,18568448.0,1.0,1010.33
2006-08-01 14:52:00,1009.89,1010.1,1009.74,1010.18,3286500.0,20519680.0,1.0,1009.91
2006-08-01 14:53:00,1009.86,1010.3,1009.81,1010.3,4210800.0,17277952.0,1.0,1010.1
2006-08-01 14:54:00,1010.33,1010.28,1009.82,1010.33,3164400.0,25065728.0,1.0,1010.3
2006-08-01 14:55:00,1010.02,1010.11,1009.95,1010.62,3471500.0,16562944.0,1.0,1010.28
2006-08-01 14:56:00,1010.26,1010.24,1009.72,1010.27,3616900.0,19583744.0,1.0,1010.11
2006-08-01 14:57:00,1010.02,1010.3,1009.95,1010.38,3588700.0,19785728.0,1.0,1010.24
2006-08-01 14:58:00,1010.45,1010.48,1010.1,1010.57,3638100.0,21499648.0,1.0,1010.3
2006-08-01 14:59:00,1010.33,1010.45,1009.95,1010.58,3738700.0,20823552.0,1.0,1010.48
2006-08-01 15:00:00,1010.45,1011.15,1010.28,1011.38,4507500.0,51667456.0,1.0,1010.45
2006-08-02 09:31:00,1011.16,1012.68,1011.16,1012.68,4494600.0,454680825120.0,1.0,1011.15
2006-08-02 09:32:00,1012.55,1014.73,1012.55,1014.73,1211100.0,20880060.0,1.0,1012.68
2006-08-02 09:33:00,1014.58,1015.35,1014.58,1015.89,1467200.0,7780100.0,1.0,1014.73
2006-08-02 09:34:00,1015.47,1016.47,1015.47,1016.47,1967600.0,8203012.0,1.0,1015.35
2006-08-02 09:35:00,1015.84,1016.13,1015.84,1016.52,1138600.0,11779880.0,1.0,1016.47
2006-08-02 09:36:00,1016.0,1015.08,1015.04,1016.26,3138300.0,7368164.0,1.0,1016.13
2006-08-02 09:37:00,1015.0,1014.57,1014.52,1015.15,1514000.0,14478760.0,1.0,1015.08
2006-08-02 09:38:00,1014.7,1014.52,1014.35,1014.92,2170000.0,8620288.0,1.0,1014.57
2006-08-02 09:39:00,1014.66,1014.42,1014.24,1014.76,1481500.0,11674792.0,1.0,1014.52
2006-08-02 09:40:00,1014.44,1013.69,1013.57,1014.44,1951900.0,8091968.0,1.0,1014.42
2006-08-02 09:41:00,1013.65,1013.96,1013.41,1014.04,1790100.0,10747696.0,1.0,1013.69
2006-08-02 09:42:00,1013.97,1013.7,1013.66,1014.07,1830500.0,9748344.0,1.0,1013.96
2006-08-02 09:43:00,1013.88,1013.21,1013.21,1013.88,1962500.0,10173152.0,1.0,1013.7
2006-08-02 09:44:00,1012.78,1013.2,1012.78,1013.2,2261300.0,11482056.0,1.0,1013.21
2006-08-02 09:45:00,1012.85,1012.04,1012.04,1012.85,2519800.0,10326576.0,1.0,1013.2
2006-08-02 09:46:00,1012.03,1011.79,1011.79,1012.31,1582000.0,10998928.0,1.0,1012.04
2006-08-02 09:47:00,1012.14,1011.9,1011.24,1012.14,1924300.0,8085648.0,1.0,1011.79
2006-08-02 09:48:00,1011.36,1011.71,1011.36,1011.8,1783400.0,9877136.0,1.0,1011.9
