,代码,名称,最新价,涨跌额,涨跌幅,昨收,今开,最高,最低,成交量,成交额
77,sh000091,沪财中小,11240.9795,139.893,1.26,11101.0866,11080.7972,11243.5105,11053.3201,30581604,44249177024
78,sh000092,资源50,3933.1554,17.461,0.446,3915.6944,3897.5085,3944.971,3877.3798,42855488,55668525231
79,sh000093,180分层,12910.0154,92.847,0.724,12817.1684,12782.4332,12928.4466,12769.5324,90669311,165137639145
80,sh000094,上证上游,3221.6389,12.436,0.387,3209.2033,3188.603,3239.7811,3168.3536,40893314,46513104154
81,sh000095,上证中游,3880.2223,23.068,0.598,3857.1544,3857.5231,3882.777,3844.4086,82337148,116471913523
82,sh000096,上证下游,5731.872,58.492,1.031,5673.38,5664.89,5762.8002,5664.89,27653812,71038651023
83,sh000097,高端装备,10682.6796,42.255,0.397,10640.4248,10626.7695,10700.6048,10580.2407,18025132,39900796166
84,sh000098,上证F200,4605.3736,19.905,0.434,4585.4684,4575.4823,4618.0822,4571.6273,123297416,145039014416
85,sh000099,上证F300,8494.3481,57.842,0.686,8436.5059,8429.0434,8512.7531,8412.27,93537057,121116204023
86,sh000100,上证F500,5280.4555,24.905,0.474,5255.5503,5245.1801,5294.3984,5239.9238,216834473,266155218439
87,sh000101,5年信用,216.9183,0.014,0.006,216.9046,216.9256,216.9256,216.918,1436,1458371
88,sh000102,沪投资品,7685.7147,17.163,0.224,7668.5518,7635.9202,7699.8079,7592.2203,30629407,57676867464
89,sh000103,沪消费品,13013.1472,176.701,1.377,12836.4464,12796.6528,13048.5618,12796.6528,5116074,34636210540
90,sh000104,380能源,1657.6104,20.789,1.27,1636.8219,1635.1405,1702.0069,1610.6125,13773039,12292666546
91,sh000105,380材料,5904.4727,46.535,0.794,5857.9377,5832.4284,5910.3191,5804.8925,18417777,24428355707
92,sh000106,380工业,6076.0652,33.71,0.558,6042.3552,6039.4782,6080.4114,6023.7335,17539178,20747066314
93,sh000107,380可选,6189.1563,55.621,0.907,6133.5357,6115.7807,6203.136,6105.8628,3311025,6563539758
94,sh000108,380消费,14575.0515,225.504,1.572,14349.5473,14281.1059,14596.0849,14253.9082,2802061,4777913945
95,sh000109,380医药,14354.1997,253.954,1.801,14100.2462,14099.0678,14372.6009,14083.5734,2098136,5331924793
96,sh000110,380金融,3016.2211,9.027,0.3,3007.1946,3001.9384,3027.691,2998.7736,3806962,2770527836
97,sh000111,380信息,9258.3506,91.395,0.997,9166.9561,9178.0681,9291.5709,9151.9615,2324330,10163329009
98,sh000112,380电信,4401.5717,26.157,0.598,4375.4143,4390.2859,4414.2801,4321.9049,934273,1900551921
99,sh000113,380公用,2515.1104,9.799,0.391,2505.3113,2496.9767,2534.3375,2467.2568,15403281,10340073279
100,sh000114,持续产业,1894.6613,-5.315,-0.28,1899.9768,1897.7505,1902.9692,1877.9926,16687743,29472327113
101,sh000115,380等权,8256.0128,68.21,0.833,8187.8026,8175.7406,8262.3826,8156.4955,80410061,99315949108
102,sh000116,信用100,182.1146,-0.092,-0.051,182.2069,182.2241,182.2899,182.0899,75474,68562392
103,sh000117,380成长,6235.3285,77.847,1.264,6157.4811,6152.8493,6237.8648,6138.4857,14153368,27748766231
104,sh000118,380价值,8654.1969,29.866,0.346,8624.3312,8615.5521,8711.6367,8572.3513,44296251,35500282828
105,sh000119,380R成长,5437.833,64.967,1.209,5372.8655,5365.409,5439.383,5354.1709,42240465,68645975483
106,sh000120,380R价值,7854.8273,43.962,0.563,7810.8651,7796.1282,7879.452,7767.1126,72383347,76397492080
107,sh000121,医药主题,11732.1888,189.964,1.646,11542.2247,11529.9035,11746.7772,11528.9495,4037565,20078705041
108,sh000122,农业主题,2097.4929,13.848,0.665,2083.6449,2076.7889,2100.7393,2070.1811,11834424,18777102555
109,sh000123,180动态,8765.4188,66.211,0.761,8699.2077,8697.4814,8772.3842,8689.6604,40815185,89361563086
110,sh000125,180稳定,11557.1583,98.691,0.861,11458.4674,11439.0601,11584.2288,11438.7513,49854126,75776076059
111,sh000126,消费50,12328.6274,121.699,0.997,12206.9281,12177.6498,12399.902,12170.0644,9694997,35719511400
112,sh000128,380基本,7484.2345,41.24,0.554,7442.9942,7430.5127,7505.6136,7404.1421,80410061,99315949108
113,sh000129,180波动,13648.6361,71.228,0.525,13577.4077,13546.972,13682.5155,13535.3658,63022235,77902142837
114,sh000130,380波动,10561.1783,51.357,0.489,10509.8209,10502.5988,10581.0307,10471.74,31043003,18340425494
115,sh000131,上证高新,2034.133,24.615,1.225,2009.5179,2004.8713,2040.8452,2003.927,4544990,11193726093
116,sh000132,上证100,7844.3762,100.665,1.3,7743.7114,7734.0384,7847.2956,7712.5606,16194562,26701086788
117,sh000133,上证150,5177.2764,48.652,0.949,5128.6242,5141.0588,5177.3209,5122.9935,8774851,14389295181
118,sh000134,上证银行,807.4544,4.426,0.551,803.028,802.941,811.9103,802.7486,13689776,10382058105
119,sh000135,180高贝,7026.1162,35.105,0.502,6991.0115,6981.6959,7038.9335,6976.2446,27677457,59978721897
120,sh000136,180低贝,10803.6472,80.075,0.747,10723.5725,10693.3166,10812.2159,10673.174,43291757,35385478466
121,sh000137,380高贝,5938.63,59.619,1.014,5879.0111,5861.6991,5939.7115,5850.6491,15319349,37755675691
122,sh000138,380低贝,6403.5219,25.913,0.406,6377.6092,6368.8073,6417.5164,6344.8334,31629886,18556578519
123,sh000139,上证转债,356.1921,1.711,0.483,354.481,354.5672,356.5308,354.4904,17051877,31935202218
124,sh000141,380动态,4438.8195,43.626,0.993,4395.1935,4385.3049,4442.0607,4371.7365,32343477,60375710996
125,sh000142,380稳定,8753.7575,64.724,0.745,8689.0334,8680.4187,8761.3018,8662.529,47386807,37960220698
126,sh000145,优势资源,5888.943,9.048,0.154,5879.8955,5843.0295,5923.7815,5801.6675,29763077,40820153050
127,sh000146,优势制造,10664.2567,8.967,0.084,10655.2893,10623.2904,10682.8272,10563.1605,16716560,39278644801
128,sh000147,优势消费,9940.9842,148.89,1.521,9792.0944,9770.1356,9960.0985,9768.906,6801310,33991815797
129,sh000148,消费领先,10983.6824,133.239,1.228,10850.4433,10830.6144,11020.8138,10828.6398,22836784,70646210037
130,sh000149,180红利,3257.4743,6.851,0.211,3250.6238,3243.3364,3271.0083,3234.6078,19706990,21228877317
131,sh000150,380红利,10499.3442,56.743,0.543,10442.601,10432.0037,10614.345,10340.0063,8598274,8791507995
132,sh000151,上国红利,1338.5997,4.274,0.32,1334.3254,1332.8266,1352.2745,1320.4002,17014929,14144848094
133,sh000152,上央红利,2153.2988,16.283,0.762,2137.0163,2128.4588,2157.1042,2115.9984,24619289,19522793706
134,sh000153,上民红利,3017.5296,21.97,0.733,2995.56,2988.6534,3023.5568,2984.5222,5224861,9645376642
135,sh000155,市值百强,3325.7764,28.451,0.863,3297.325,3294.4542,3331.2729,3293.516,52937379,118972815504
136,sh000158,上证环保,2493.8489,19.747,0.798,2474.1018,2475.8859,2504.1341,2465.2025,16889222,32616938132
137,sh000159,沪股通,3703.606,29.893,0.814,3673.7131,3668.983,3708.4153,3667.5244,183585478,272942556221
138,sh000160,沪新丝路,2010.8742,19.745,0.992,1991.1291,1987.2921,2014.1611,1981.4712,63562084,53799216398
139,sh000161,沪中国造,2344.2874,23.277,1.003,2321.0104,2320.1871,2345.4868,2318.8285,43722236,88413495922
140,sh000162,沪互联+,3330.291,2.767,0.083,3327.5239,3323.7078,3343.2427,3320.7304,16091756,35134242608
141,sh000170,50AH优选,6010.8239,39.369,0.659,5971.4554,5973.3062,6039.4555,5971.9205,16163390,57649857810
142,sh000171,新兴成指,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
143,sh000188,中国波指,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
144,sh000300,沪深300,4922.7232,47.948,0.984,4874.7753,4869.3907,4928.1433,4868.8106,135266493,282928243807
145,sh000682,科创信息,1454.9701,20.28,1.414,1434.69,1436.5057,1457.6955,1433.2916,840114,7671583310
146,sh000688,科创50,1366.7911,14.216,1.051,1352.5749,1355.07,1369.1628,1352.0107,6254979,35742204530
147,sh000802,500沪市,7576.232,42.058,0.558,7534.1737,7518.527,7585.6719,7501.7357,93613486,92992846557
148,sh000805,A股资源,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
149,sh000806,消费服务,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
150,sh000807,食品饮料,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
151,sh000808,医药生物,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
152,sh000816,细分地产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
153,sh000819,有色金属,7299.6566,19.557,0.269,7280.0995,7234.1347,7302.4636,7166.7561,32621967,47289323716
154,sh000821,300红利,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
155,sh000823,800有色,7683.3535,23.985,0.313,7659.3689,7604.1174,7688.0635,7536.6719,29135639,38934460557
156,sh000827,中证环保,2899.2661,5.559,0.192,2893.7067,2909.8085,2922.036,2878.6244,47047713,99539020355
157,sh000828,300高贝,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
158,sh000832,中证转债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
159,sh000833,中高企债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
160,sh000841,800医药,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
161,sh000842,800等权,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
162,sh000846,ESG 100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
163,sh000847,腾讯济安,3020.6944,26.474,0.884,2994.2202,2990.555,3024.278,2985.3874,26396387,50144819082
164,sh000849,300非银,9778.6314,129.078,1.338,9649.5535,9631.1447,9829.9357,9623.2499,16070465,28220157206
165,sh000851,百发100,21202.9297,180.658,0.859,21022.2714,21059.0441,21220.6531,21038.2862,27288275,140214616273
166,sh000852,中证1000,7504.0545,74.429,1.002,7429.6256,7420.4762,7506.093,7408.1219,152408117,218453954430
167,sh000853,CSSW丝路,1922.2433,17.853,0.937,1904.3899,1904.4732,1925.9173,1904.0189,30095177,70798038369
168,sh000854,500原料,6061.7812,49.163,0.818,6012.6184,5989.1666,6063.528,5965.5684,48199340,49461760455
169,sh000855,央视500,1714.3378,14.357,0.845,1699.981,1698.6204,1715.179,1698.3979,193436851,386891361754
170,sh000856,500工业,7221.8782,33.182,0.462,7188.6959,7205.477,7242.0153,7175.9119,40033652,45297082745
171,sh000857,500医药,13880.127,147.871,1.077,13732.2556,13727.6795,13914.7861,13715.6644,3840739,6746795430
172,sh000858,500信息,8024.1837,78.092,0.983,7946.0916,7945.4842,8040.086,7933.8012,10500868,20870395847
173,sh000860,结构调整,1226.4472,7.495,0.615,1218.9519,1215.5976,1228.3552,1212.5369,60578371,61022176957
174,sh000865,上海国企,1440.9105,6.334,0.442,1434.5764,1430.1577,1442.5255,1429.2936,10824809,13360944657
175,sh000867,港中小企,3254.7301,20.748,0.642,3233.9825,3238.1962,3260.7233,3228.5683,11884327,8163501453
176,sh000869,HK银行,2835.5479,24.627,0.876,2810.9209,2812.1307,2851.6973,2812.1307,6332373,3497262297
177,sh000891,新兴综指,1849.8995,13.025,0.709,1836.8746,1838.502,1851.5246,1838.4908,226302670,428332586354
178,sh000901,小康指数,5762.9696,13.33,0.232,5749.6393,5732.6244,5776.2392,5722.0333,66064380,94258145215
179,sh000903,中证100,4807.5502,49.605,1.043,4757.9447,4750.0581,4818.1189,4750.053,58388529,140148045804
180,sh000904,中证200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
181,sh000905,中证500,7120.3794,52.275,0.74,7068.1048,7060.7748,7127.2362,7051.779,168135764,182701165155
182,sh000906,中证800,5285.0717,48.405,0.924,5236.6663,5230.9679,5289.2296,5230.3658,303402257,465629408962
183,sh000908,300能源,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
184,sh000909,300材料,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
185,sh000910,300工业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
186,sh000911,300可选,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
187,sh000912,300消费,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
188,sh000913,300医药,14859.6441,225.728,1.542,14633.916,14619.7306,14944.4553,14619.7306,4788104,29434745194
189,sh000914,300金融,6211.7544,56.101,0.911,6155.6531,6152.6328,6244.4675,6150.8439,33114259,44326853556
190,sh000917,300公用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
191,sh000918,300成长,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
192,sh000919,300价值,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
193,sh000922,中证红利,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
194,sh000925,基本面50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
195,sh000928,中证能源,2410.0741,0.71,0.029,2409.3644,2402.1871,2457.6281,2378.005,20581787,18608453492
196,sh000931,中证可选,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
197,sh000932,中证消费,24079.3953,644.748,2.751,23434.6472,23318.213,24110.3105,23318.213,20279940,58346102402
198,sh000933,中证医药,13607.4236,193.504,1.443,13413.9199,13403.031,13657.2626,13403.031,8628844,36181540637
199,sh000934,中证金融,5863.8943,49.523,0.852,5814.3715,5811.0648,5892.5249,5809.2649,42693068,50042678183
200,sh000935,中证信息,5370.9958,57.348,1.079,5313.6474,5310.6129,5381.7235,5309.0713,25482124,55374435219
201,sh000939,民企200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
202,sh000940,财富大盘,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
203,sh000944,内地资源,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
204,sh000950,300基建,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
205,sh000951,300银行,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
206,sh000952,300地产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
207,sh000957,300运输,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
208,sh000958,创业成长,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
209,sh000959,银河99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
210,sh000961,中证上游,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
211,sh000963,中证下游,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
212,sh000964,中证新兴,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
213,sh000966,基本400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
214,sh000969,300非周,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
215,sh000971,等权90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
216,sh000974,800金融,6275.6776,64.179,1.033,6211.4984,6207.1835,6308.4523,6203.5516,34563496,42900816640
217,sh000975,钱江30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
218,sh000977,内地低碳,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
219,sh000978,医药100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
220,sh000979,大宗商品,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
221,sh000982,500等权,8207.5984,66.521,0.817,8141.0774,8131.6276,8215.6502,8115.6683,168135764,182701165155
222,sh000983,智能资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
223,sh000984,300等权,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
224,sh000986,全指能源,2239.6375,13.571,0.61,2226.0662,2221.4924,2284.0184,2202.7564,42942989,36135603845
225,sh000987,全指材料,4712.595,42.323,0.906,4670.2722,4658.2841,4712.8845,4644.4688,132201051,171374521418
226,sh000989,全指可选,5623.2401,15.673,0.279,5607.567,5600.0141,5640.9293,5595.2907,43319425,63680583827
227,sh000990,全指消费,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
228,sh000991,全指医药,13828.8157,210.786,1.548,13618.0293,13607.2145,13856.272,13607.2145,19516915,60866228456
229,sh000992,全指金融,5632.0188,44.104,0.789,5587.9152,5583.874,5658.8193,5582.2766,46593363,53107651082
230,sh000993,全指信息,6801.8122,66.215,0.983,6735.5975,6730.234,6810.3735,6727.314,57772806,111782171715
231,sh000998,中证TMT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
232,sz399001,深证成指,14499.767,149.747,1.044,14350.02,14352.931,14504.236,14352.931,35829868528,533139168462
233,sz399002,深成指R,18187.348,187.832,1.044,17999.516,18003.166,18192.953,18003.166,13444421070,263633163076
234,sz399003,成份Ｂ指,7745.55,101.093,1.322,7644.457,7642.191,7745.55,7642.191,5759118,27850937
235,sz399004,深证100R,8960.685,98.654,1.113,8862.031,8867.191,8964.044,8867.191,3830113891,127956596254
236,sz399005,中小100,9642.894,131.062,1.378,9511.832,9508.912,9650.987,9508.912,2812272731,73364129321
237,sz399006,创业板指,3297.293,20.809,0.635,3276.484,3293.801,3310.021,3273.545,9752432343,198225309972
238,sz399007,深证300,6289.938,64.172,1.031,6225.766,6228.862,6291.616,6228.862,9029221248,206392470542
239,sz399008,中小300,1806.311,23.764,1.333,1782.547,1781.301,1807.601,1781.301,7516593496,128377099688
240,sz399009,深证200,5186.127,42.345,0.823,5143.782,5145.242,5187.906,5142.458,5199107357,78435874289
241,sz399010,深证700,7839.289,82.851,1.068,7756.438,7740.696,7843.559,7729.404,12437065617,160608615062
242,sz399011,深证1000,6779.455,69.869,1.041,6709.586,6708.124,6781.493,6708.124,21466286865,367001085604
243,sz399012,创业300,4369.732,31.683,0.73,4338.049,4352.821,4376.482,4341.083,4101301463,113271165022
244,sz399013,深市精选,6055.784,73.394,1.227,5982.39,5970.742,6059.571,5970.742,11028163174,210576774740
245,sz399015,中小创新,2588.534,26.4,1.03,2562.134,2556.236,2591.231,2551.982,8021865795,103367922528
246,sz399016,深证创新,4660.879,39.999,0.866,4620.88,4632.94,4670.095,4631.5,1633204091,74822048087
247,sz399017,SME创新,3760.941,41.722,1.122,3719.219,3721.739,3763.605,3721.739,1683942458,50703800868
248,sz399018,创业创新,5034.328,37.374,0.748,4996.954,5005.125,5040.929,5001.105,955857317,52961779095
249,sz399030,碳科技30,5351.863,-8.122,-0.152,5359.985,5419.325,5453.969,5328.655,646082836,38538826708
250,sz399050,创新引擎,3265.952,35.338,1.094,3230.614,3240.958,3274.678,3240.958,1285199981,32628123374
251,sz399060,碳科技60,3990.204,11.034,0.277,3979.17,4000.818,4026.771,3974.98,1905548314,75832793139
252,sz399088,深创100,4813.374,34.879,0.73,4778.495,4794.313,4822.966,4783.989,2265173946,93481334896
253,sz399100,新 指 数,11082.206,101.946,0.928,10980.26,10974.466,11086.772,10974.466,34598988017,525495049768
254,sz399101,中小综指,13620.219,162.811,1.21,13457.408,13447.504,13630.4,13447.504,15015463883,206161125693
255,sz399102,创业板综,3501.765,19.55,0.561,3482.215,3491.237,3509.596,3482.957,9752432343,198225309972
256,sz399103,乐富指数,8773.01,81.519,0.938,8691.491,8691.579,8773.01,8691.579,7986002813,9897608630
257,sz399106,深证综指,2422.642,20.598,0.858,2402.044,2400.793,2423.546,2400.793,35829868528,533139168462
258,sz399107,深证Ａ指,2535.011,21.551,0.857,2513.46,2512.15,2535.969,2512.15,35813970982,533083052100
259,sz399108,深证Ｂ指,1179.176,10.948,0.937,1168.228,1168.01,1179.176,1167.899,15897546,56116362
260,sz399231,农林指数,1594.371,84.943,5.627,1509.428,1501.62,1614.487,1501.62,966556287,17917613100
261,sz399232,采矿指数,2791.826,-6.624,-0.237,2798.45,2787.216,2824.778,2762.164,1062404623,12047254248
262,sz399233,制造指数,3140.538,28.881,0.928,3111.657,3111.821,3142.169,3111.821,21968084538,384422647124
263,sz399234,水电指数,988.123,6.601,0.673,981.522,978.417,993.377,970.333,1830338933,15121602326
264,sz399235,建筑指数,1094.65,1.108,0.101,1093.542,1093.265,1097.093,1089.053,480645832,3404256747
265,sz399236,批零指数,1408.663,9.689,0.693,1398.974,1394.368,1409.569,1392.628,958200364,8458454846
266,sz399237,运输指数,1303.266,19.331,1.506,1283.935,1282.616,1308.624,1282.616,312993096,3783236212
267,sz399238,餐饮指数,992.711,-22.533,-2.219,1015.244,1015.244,1016.476,989.351,20273816,92950753
268,sz399239,IT指数,1725.696,15.588,0.912,1710.108,1708.72,1725.823,1706.228,3031180870,37003597259
269,sz399240,金融指数,1481.988,9.724,0.66,1472.264,1468.278,1490.868,1468.278,935595939,13841858912
270,sz399241,地产指数,2018.797,-4.386,-0.217,2023.183,2029.424,2041.309,2008.39,814863043,5798294597
271,sz399242,商务指数,1106.103,0.285,0.026,1105.818,1101.546,1109.655,1101.316,512791366,3428731040
272,sz399243,科研指数,2552.409,50.063,2.001,2502.346,2505.283,2562.068,2505.269,197460564,5255001302
273,sz399244,公共指数,714.812,0.6,0.084,714.212,715.29,717.312,710.508,586667797,4789411116
274,sz399248,文化指数,814.042,-5.658,-0.69,819.7,818.884,819.091,810.888,302735947,2723032229
275,sz399249,综企指数,1564.388,-32.338,-2.025,1596.726,1580.547,1602.261,1537.962,124582996,1951229067
276,sz399269,创质量,7212.257,39.609,0.552,7172.648,7188.75,7229.653,7158.028,821375156,46155550240
277,sz399275,创医药,5970.806,117.328,2.004,5853.478,5863.238,5986.32,5857.891,437569421,18013922118
278,sz399276,创科技,7199.886,71.141,0.998,7128.745,7191.465,7242.75,7136.689,742019671,42983679084
279,sz399277,公共健康,3594.875,24.149,0.676,3570.726,3565.976,3602.526,3565.976,536591209,16969829800
280,sz399278,长江100,2542.659,25.486,1.012,2517.173,2511.886,2545.356,2511.886,3335944715,79052901803
281,sz399279,云科技50,3579.027,25.873,0.728,3553.154,3551.621,3583.251,3541.03,1145531440,29988458420
282,sz399280,生物50,4333.283,99.891,2.36,4233.392,4253.182,4345.911,4238.05,393798661,15974100210
283,sz399281,电子50,3633.344,56.382,1.576,3576.962,3587.571,3652.067,3586.517,1300905428,24803587676
284,sz399282,大数据50,4363.223,22.998,0.53,4340.225,4334.687,4363.223,4327.147,703498296,11025189605
285,sz399283,机器人50,3497.529,7.805,0.224,3489.724,3485.966,3507.195,3474.19,715326965,14900432472
286,sz399284,AI 50,3649.611,24.294,0.67,3625.317,3622.651,3652.73,3612.439,610698985,14301852535
287,sz399285,物联网50,4515.953,32.609,0.727,4483.344,4481.677,4517.678,4469.287,855164900,28482442921
288,sz399286,区块链50,3679.868,47.934,1.32,3631.934,3628.957,3680.257,3628.533,1941952687,23693652836
289,sz399290,深转交债,168.782,0.973,0.58,167.809,167.809,169.231,167.749,58611579,8710538690
290,sz399291,创精选88,4250.935,53.075,1.264,4197.86,4182.875,4257.2,4182.875,900500911,20110595145
291,sz399292,民企发展,1282.73,20.596,1.632,1262.134,1258.602,1282.912,1258.116,6813751285,65490640843
292,sz399293,创业大盘,6569.708,25.488,0.389,6544.22,6590.213,6621.18,6527.871,691197919,52554323269
293,sz399294,中小创Q,4067.997,59.454,1.483,4008.543,4002.577,4078.375,4002.577,1742868237,41769247417
294,sz399295,创业蓝筹,6159.859,31.724,0.518,6128.135,6127.204,6175.954,6114.137,670967984,28172210955
295,sz399296,创成长,8002.271,7.791,0.097,7994.48,8038.554,8082.946,7968.289,789150568,59579874637
296,sz399297,新浪100,3830.784,7.592,0.199,3823.192,3820.755,3831.48,3814.161,791527123,6556173277
297,sz399298,深信中高,184.439,0.001,0.001,184.438,184.457,184.464,184.43,911060,90241381
298,sz399299,深信中低,209.999,0.038,0.018,209.961,209.993,209.999,209.906,106040,10469866
299,sz399300,沪深300,4922.723,47.948,0.984,4874.775,4869.391,4928.143,4868.811,13526649300,282928243807
300,sz399301,深信用债,187.728,0.002,0.001,187.726,187.746,187.752,187.719,911060,90241381
301,sz399302,深公司债,191.906,-0.008,-0.004,191.914,191.935,191.945,191.891,911060,90241381
302,sz399303,国证2000,8415.66,65.084,0.779,8350.576,8339.701,8423.344,8325.59,22976344682,285421536233
303,sz399306,深证ETF,1774.14,17.436,0.993,1756.704,1756.837,1774.14,1756.837,7438188440,9221572867
304,sz399307,深证转债,303.384,1.925,0.639,301.459,301.567,304.085,301.567,184147958,31358576420
305,sz399310,国证A50,8087.441,78.854,0.985,8008.587,8014.968,8106.526,8013.782,2975272134,99573476132
306,sz399311,国证1000,5113.553,44.616,0.88,5068.937,5065.642,5116.192,5065.161,35266814726,543313395990
307,sz399312,国证300,5844.663,54.957,0.949,5789.706,5789.515,5848.615,5789.515,11108735056,290581818783
308,sz399313,巨潮100,5802.982,53.68,0.934,5749.302,5746.813,5815.353,5746.813,5857510469,155073870690
309,sz399314,巨潮大盘,5359.117,49.976,0.941,5309.141,5306.825,5366.724,5306.825,10811522502,242510070971
310,sz399315,巨潮中盘,5051.71,37.756,0.753,5013.954,5011.644,5053.324,5006.147,8934130499,139913343611
311,sz399316,巨潮小盘,5683.343,45.981,0.816,5637.362,5627.88,5686.694,5620.902,15521161725,160889981409
312,sz399317,国证Ａ指,6105.178,49.596,0.819,6055.582,6050.375,6108.404,6049.245,66589974735,926357614463
313,sz399318,国证Ｂ指,4665.152,26.683,0.575,4638.469,4639.62,4665.344,4639.058,46851972,230961382
314,sz399319,资源优势,2576.902,7.821,0.304,2569.081,2551.367,2589.51,2538.978,7765279466,76907543531
315,sz399320,国证服务,2238.855,14.14,0.636,2224.715,2218.454,2240.258,2214.838,4274593149,36063912103
316,sz399321,国证红利,7329.09,81.55,1.125,7247.54,7234.745,7346.996,7231.068,3565706133,59554715915
317,sz399322,国证治理,9925.576,115.192,1.174,9810.384,9800.997,9941.079,9795.734,2081595211,59197606531
318,sz399324,深证红利,11408.776,178.492,1.589,11230.284,11180.205,11429.092,11180.205,1630911264,35553909508
319,sz399326,成长40,6727.59,96.322,1.453,6631.268,6670.15,6756.93,6641.579,673986657,24520525473
320,sz399328,深证治理,12174.49,223.869,1.873,11950.621,11916.157,12189.276,11915.077,1074728191,38345245653
321,sz399330,深证100,6813.545,75.014,1.113,6738.531,6742.455,6816.1,6742.455,3830113891,127956596254
322,sz399333,中小100R,11043.836,150.102,1.378,10893.734,10890.39,11053.106,10890.39,2812272731,73364129321
323,sz399335,深证央企,5279.22,59.127,1.133,5220.093,5210.376,5283.61,5204.035,1476313324,25122890420
324,sz399337,深证民营,6782.333,66.636,0.992,6715.697,6732.31,6789.529,6732.31,2658472763,96474697528
325,sz399339,深证科技,9824.556,65.213,0.668,9759.343,9782.836,9842.369,9749.448,2263782972,78770555861
326,sz399341,深证责任,2128.298,35.267,1.685,2093.031,2089.602,2131.052,2089.602,2856839400,72371828775
327,sz399344,深证300R,7730.589,78.87,1.031,7651.719,7655.525,7732.651,7655.525,9029221248,206392470542
328,sz399346,深证成长,5202.173,75.565,1.474,5126.608,5139.906,5208.168,5139.906,2421587380,90119944134
329,sz399348,深证价值,6777.818,65.24,0.972,6712.578,6696.067,6790.676,6688.4,4382486173,48444172758
330,sz399350,皖江30,2822.906,25.007,0.894,2797.899,2799.034,2827.537,2796.686,1413880473,16428350170
331,sz399351,创新示范,10231.432,116.994,1.157,10114.438,10141.313,10252.707,10135.947,2172217856,52487324408
332,sz399352,深企综指,9239.351,118.823,1.303,9120.528,9142.807,9257.759,9136.232,3994627797,78268468701
333,sz399353,国证物流,2380.494,31.49,1.341,2349.004,2352.586,2380.808,2351.258,1586403844,15445771061
334,sz399354,分析师指数,9803.115,81.959,0.843,9721.156,9711.219,9814.81,9711.219,4571873756,165271229628
335,sz399355,长三角,4174.365,43.681,1.057,4130.684,4121.923,4181.379,4121.792,1555788095,36826352749
