,代码,名称,最新价,涨跌额,涨跌幅,昨收,今开,最高,最低,成交量,成交额
557,sz399971,中证传媒,1063.339,-6.01,-0.562,1069.349,1067.044,1067.396,1057.571,976992443,7930480323
558,sz399972,300深市,6722.029,49.347,0.74,6672.682,6682.698,6747.847,6661.321,5418354613,166617191142
559,sz399973,中证国防,2466.666,-24.11,-0.968,2490.776,2401.526,2478.018,2344.687,913158419,41645789365
560,sz399974,国企改革,1977.432,9.551,0.485,1967.881,1965.595,1979.939,1962.552,5493580141,131167787609
561,sz399975,证券公司,862.533,19.337,2.293,843.196,843.126,871.326,837.49,4983878138,67190086340
562,sz399976,CS新能车,6167.729,161.792,2.694,6005.937,6050.379,6250.12,6017.412,1576870343,80250643767
563,sz399982,500等权,8049.178,55.984,0.7,7993.194,7995.357,8053.143,7975.076,20272689500,236479323512
564,sz399983,地产等权,5050.2,-8.65,-0.171,5058.85,5051.954,5119.897,5017.215,375190348,4263864427
565,sz399986,中证银行,6368.406,21.718,0.342,6346.688,6353.099,6420.143,6318.762,1626189408,14438472870
566,sz399987,中证酒,8416.623,242.908,2.972,8173.715,8229.915,8494.156,8150.834,312056070,36638939348
567,sz399989,中证医疗,15161.6,513.951,3.509,14647.649,14781.072,15217.044,14668.424,517046119,34744003177
568,sz399990,煤炭等权,2593.344,46.252,1.816,2547.092,2607.383,2612.195,2569.265,2023583220,18672598650
569,sz399991,一带一路,2029.316,7.682,0.38,2021.634,2026.589,2036.216,2020.341,8730192797,76054048670
570,sz399992,CSWD并购,1886.042,24.848,1.335,1861.194,1862.866,1894.958,1862.866,1568538537,20426417303
571,sz399993,CSWD生科,5597.244,116.376,2.123,5480.868,5498.164,5614.341,5486.356,409472730,27872498012
572,sz399994,信息安全,1959.083,4.213,0.216,1954.87,1950.157,1961.161,1936.33,1593494002,32998819636
573,sz399995,基建工程,3805.078,5.056,0.133,3800.022,3798.51,3814.381,3779.623,1865544504,11704785932
574,sz399996,智能家居,3464.172,17.276,0.501,3446.896,3451.203,3476.026,3417.274,3219810610,63919523017
575,sz399997,中证白酒,15135.084,405.641,2.754,14729.443,14843.263,15282.4,14678.813,220285580,33710349844
576,sz399998,中证煤炭,1897.712,25.054,1.338,1872.658,1917.316,1921.17,1883.257,2023583220,18672598650
577,sz980001,,1547.59,19.48,1.275,1528.11,1536.06,1550.052,1534.463,3328190302,109534363248
578,sz980017,,12693.924,209.361,1.677,12484.563,12474.702,12817.041,12354.789,655162378,47228024917
579,sz980023,,2852.482,29.447,1.043,2823.035,2840.998,2859.617,2821.509,927718992,36448185571
580,sz980068,,2408.014,-2.045,-0.085,2410.059,2411.015,2413.282,2399.655,1363394724,14116530344
581,sz988006,,3511.398,48.918,1.413,3462.48,3481.992,3533.074,3447.186,2036046601,122366630149
582,sz988007,,3510.217,49.591,1.433,3460.626,3479.276,3531.558,3444.663,2036046601,15710316086
583,sz988106,,3740.276,52.106,1.413,3688.17,3708.953,3763.365,3671.879,2036046601,122366630149
584,sz988107,,3739.004,52.823,1.433,3686.181,3706.046,3761.736,3669.177,2036046601,15710316086
585,sz988201,,1688.35,22.417,1.346,1665.933,1675.772,1691.036,1674.029,3328190302,109534363248
