,代码,名称,最新价,涨跌额,涨跌幅,昨收,今开,最高,最低,成交量,成交额
305,sz399312,国证300,5771.433,65.359,1.145,5706.074,5715.402,5791.354,5711.701,15122117918,397650920104
306,sz399313,巨潮100,5579.017,64.947,1.178,5514.07,5526.084,5599.308,5523.82,6840016380,196402109801
307,sz399314,巨潮大盘,5267.276,63.199,1.214,5204.077,5214.741,5285.877,5213.101,16061467943,352341465490
308,sz399315,巨潮中盘,5094.18,45.378,0.899,5048.802,5052.327,5107.519,5036.134,11140058356,197418402197
309,sz399316,巨潮小盘,5690.774,48.692,0.863,5642.082,5644.156,5699.343,5620.352,18792028732,212763564954
310,sz399317,国证Ａ指,6091.226,58.477,0.969,6032.749,6039.67,6106.631,6033.672,89544285346,1315508114685
311,sz399318,国证Ｂ指,4592.68,7.764,0.169,4584.916,4585.409,4601.775,4580.863,57425487,283697624
312,sz399319,资源优势,2431.403,55.46,2.334,2375.943,2394.59,2453.673,2394.59,11323332818,110691618791
313,sz399320,国证服务,2129.207,24.467,1.162,2104.74,2111.959,2135.752,2109.937,3898689584,35585740729
314,sz399321,国证红利,7124.341,18.202,0.256,7106.139,7112.532,7162.883,7063.989,3639399168,64367688735
315,sz399322,国证治理,9706.865,22.24,0.23,9684.625,9699.44,9754.887,9629.877,2186245238,71971595981
316,sz399324,深证红利,11266.844,44.972,0.401,11221.872,11246.854,11343.078,11165.786,1948203594,44917223797
317,sz399326,成长40,7086.072,40.456,0.574,7045.616,7087.098,7131.663,7006.583,581104851,31258026982
318,sz399328,深证治理,12228.468,97.67,0.805,12130.798,12180.901,12285.037,12120.269,1074115990,47901020236
319,sz399330,深证100,6815.277,57.852,0.856,6757.425,6766.608,6841.022,6745.244,4755330703,174809050318
320,sz399333,中小100R,11082.353,119.703,1.092,10962.65,10985.185,11120.43,10954.655,3461802300,93059769759
321,sz399335,深证央企,5322.996,21.152,0.399,5301.844,5261.76,5335.858,5239.132,2529538233,45347765889
322,sz399337,深证民营,6847.107,78.899,1.166,6768.208,6783.931,6877.071,6758.134,2503239944,120375586729
323,sz399339,深证科技,10065.028,56.331,0.563,10008.697,10009.506,10115.754,9933.733,3832546444,122946534641
324,sz399341,深证责任,2128.485,21.41,1.016,2107.075,2112.225,2134.839,2105.279,3144910347,83214118305
325,sz399344,深证300R,7801.088,71.99,0.931,7729.098,7744.13,7825.59,7713.814,12236884646,287743615894
326,sz399346,深证成长,5138.734,55.37,1.089,5083.364,5100.846,5156.689,5069.65,2176443920,105781973998
327,sz399348,深证价值,6966.264,-0.056,-0.001,6966.32,6974.682,7018.596,6917.944,5423619059,66887210248
328,sz399350,皖江30,2695.621,10.921,0.407,2684.7,2690.485,2723.669,2675.522,1192728378,19504251656
329,sz399351,创新示范,10563.094,96.997,0.927,10466.097,10505.438,10588.021,10467.335,3458103660,80550982418
330,sz399352,深企综指,9445.152,59.6,0.635,9385.552,9405.666,9471.61,9388.994,6430960990,120828584089
331,sz399353,国证物流,2274.565,14.586,0.645,2259.979,2265.232,2281.651,2261.259,1198259451,14331132935
332,sz399354,分析师指数,9671.996,102.228,1.068,9569.768,9590.734,9703.456,9574.636,6355182841,236090902375
333,sz399355,长三角,4127.167,76.33,1.884,4050.837,4067.36,4147.753,4065.94,2666039187,65684634261
334,sz399356,珠三角,11297.56,52.233,0.464,11245.327,11264.688,11338.937,11197.778,2125096376,63493110487
335,sz399357,环渤海,3050.73,9.087,0.299,3041.643,3048.517,3061.202,3041.862,3292971329,44585884296
336,sz399358,国证环保,6976.562,148.318,2.172,6828.244,6874.182,7055.746,6854.429,2700861350,80526918153
337,sz399359,国证基建,2476.565,19.017,0.774,2457.548,2466.636,2484.608,2461.333,3556004606,24610357720
338,sz399360,新硬件,5108.421,2.41,0.047,5106.011,5110.157,5119.315,5073.725,3696161641,58268247757
339,sz399361,在线消费,3724.134,-24.616,-0.657,3748.75,3751.83,3753.98,3712.163,1025472122,10839032583
340,sz399362,民企100,10022.513,139.319,1.41,9883.194,9904.808,10080.118,9868.229,3555969274,180250989647
341,sz399363,云科技,5552.533,24.057,0.435,5528.476,5526.071,5576.099,5487.138,1354096912,51192303779
342,sz399364,消费100,11868.813,123.119,1.048,11745.694,11772.833,11916.855,11733.772,3783153122,158361939047
343,sz399365,国证农业,16257.734,367.297,2.311,15890.437,15951.437,16374.779,15846.914,982409369,55039329820
344,sz399366,国证大宗,2965.782,62.406,2.149,2903.376,2918.004,2985.411,2916.783,12280021695,126405339989
345,sz399367,1000地产,4238.915,15.916,0.377,4222.999,4223.534,4269.102,4212.655,987069083,8382741771
346,sz399368,国证军工,9818.642,-44.745,-0.454,9863.387,9587.087,9830.282,9430.292,1773831633,53263622777
347,sz399369,国证责任,1828.103,18.061,0.998,1810.042,1813.12,1831.801,1812.211,2771020345,66681205708
348,sz399370,国证成长,6192.884,91.739,1.504,6101.145,6123.254,6215.251,6102.395,10793440492,317323851233
349,sz399371,国证价值,6358.422,32.266,0.51,6326.156,6332.193,6377.328,6309.117,18248242415,168958329935
350,sz399372,大盘成长,6373.963,115.126,1.839,6258.837,6286.717,6406.393,6267.032,3298737042,162237150451
351,sz399373,大盘价值,7314.794,27.231,0.374,7287.563,7290.569,7354.978,7235.088,5637477192,68429321386
352,sz399374,中盘成长,6288.704,62.406,1.002,6226.298,6246.023,6307.55,6215.676,2417419301,75790089873
353,sz399375,中盘价值,5607.636,23.968,0.429,5583.668,5587.802,5624.454,5581.252,5046545884,46794714933
354,sz399376,小盘成长,7002.253,53.238,0.766,6949.015,6953.953,7016.635,6909.887,5077284149,79296610908
355,sz399377,小盘价值,7058.008,78.409,1.123,6979.599,7002.414,7073.963,6994.523,7564219339,53734293616
356,sz399378,ESG 300,2965.094,29.483,1.004,2935.611,2943.038,2976.466,2940.62,10279736812,274746875470
357,sz399379,国证基金,9053.223,110.929,1.24,8942.294,8952.748,9072.324,8942.924,35519260939,49891647602
358,sz399380,国证ETF,1799.959,22.522,1.267,1777.437,1779.454,1804.289,1777.214,34547583211,48543859964
359,sz399381,1000能源,2135.231,27.138,1.287,2108.093,2144.545,2149.983,2126.438,2862714497,20210074492
360,sz399382,1000材料,3989.333,75.104,1.919,3914.229,3921.13,4011.343,3920.771,13215077138,171713300227
361,sz399383,1000工业,3354.707,12.248,0.366,3342.459,3334.74,3368.518,3317.655,7701105509,137253084203
362,sz399384,1000可选,4368.205,25.44,0.586,4342.765,4348.291,4380.011,4339.727,2811422821,54805355101
363,sz399385,1000消费,13805.607,259.072,1.912,13546.535,13597.001,13899.739,13506.185,1116290613,56101990106
364,sz399386,1000医药,9745.282,183.827,1.923,9561.455,9618.567,9775.518,9568.935,1432309040,68613782292
365,sz399387,1000金融,4956.417,39.904,0.812,4916.513,4915.061,4978.054,4883.778,7083685320,89162867384
366,sz399388,1000信息,5795.946,39.177,0.681,5756.769,5764.781,5827.553,5717.918,5931276452,130866896227
367,sz399389,国证通信,3590.389,-13.306,-0.369,3603.695,3600.335,3601.983,3574.142,1685831128,23173186863
368,sz399390,1000公用,2170.698,16.152,0.75,2154.546,2159.201,2183.509,2153.686,2166695242,12326632885
369,sz399391,投资时钟,3630.042,51.24,1.432,3578.802,3592.688,3645.323,3591.907,5259801434,104902273088
370,sz399392,国证新兴,3271.303,24.633,0.759,3246.67,3247.798,3281.638,3237.981,5891909175,210947329704
371,sz399393,国证地产,4588.372,20.388,0.446,4567.984,4568.086,4617.075,4559.662,1083736854,9253466516
372,sz399394,国证医药,15007.471,294.972,2.005,14712.499,14807.66,15058.459,14726.503,1114558562,64115743653
373,sz399395,国证有色,7322.987,192.994,2.707,7129.993,7155.661,7436.679,7155.661,5511286265,91831581154
374,sz399396,国证食品,27554.973,641.92,2.385,26913.053,27064.629,27721.525,26827.139,593523583,47288875571
375,sz399397,国证文化,2159.259,5.959,0.277,2153.3,2155.147,2159.75,2140.188,1145026350,23826400661
376,sz399398,绩效指数,12507.882,79.439,0.639,12428.443,12452.872,12530.006,12408.566,1797084186,82664417204
377,sz399399,中经GDP,8352.78,84.083,1.017,8268.697,8279.052,8383.44,8276.163,15209135271,274271005692
378,sz399400,大中盘,4362.17,48.83,1.132,4313.34,4320.659,4376.067,4319.36,27201526299,549759867687
379,sz399401,中小盘,4874.706,42.674,0.883,4832.032,4834.707,4885.026,4817.384,29932087088,410181967150
380,sz399402,周期100,3961.175,36.345,0.926,3924.83,3925.695,3978.843,3925.423,11154785688,184412248938
381,sz399403,防御100,9910.263,179.874,1.849,9730.389,9772.709,9944.438,9717.706,1987511128,98843509170
382,sz399404,大盘低波,4609.475,15.313,0.333,4594.162,4598.495,4624.143,4582.503,3766522008,38189437208
383,sz399405,大盘高贝,3170.619,35.839,1.143,3134.78,3136.214,3189.133,3124.374,3672497172,161648894112
384,sz399406,中盘低波,11791.292,49.524,0.422,11741.768,11744.486,11802.697,11729.193,3596807928,28205918840
385,sz399407,中盘高贝,3364.565,33.575,1.008,3330.99,3330.963,3371.591,3313.003,4296069757,114566619458
386,sz399408,小盘低波,12317.743,80.466,0.658,12237.277,12258.777,12320.697,12238.823,4167852686,31400226975
387,sz399409,小盘高贝,5407.353,42.723,0.796,5364.63,5352.697,5423.589,5318.02,5656844984,109722731700
388,sz399410,苏州率先,2670.061,41.531,1.58,2628.53,2638.551,2680.613,2619.947,1092540719,20970593467
389,sz399411,红利100,3273.995,10.502,0.322,3263.493,3274.064,3283.352,3264.164,3909969412,50539778864
390,sz399412,国证新能,4308.651,99.294,2.359,4209.357,4226.307,4367.733,4205.84,2976437295,124673043729
391,sz399413,国证转债,150.462,0.882,0.59,149.58,149.765,150.628,149.765,361814149,65189120237
392,sz399415,I100,9619.456,103.673,1.089,9515.783,9477.431,9684.188,9430.256,3996231383,162289944337
393,sz399416,I300,4322.692,53.408,1.251,4269.284,4280.149,4340.28,4279.443,11551490366,311336520659
394,sz399417,新能源车,5183.95,123.12,2.433,5060.83,5094.111,5253.647,5068.395,3130858536,109838262553
395,sz399418,国证国安,4381.03,14.157,0.324,4366.873,4335.66,4383.986,4295.623,4630415173,111740314787
396,sz399419,国证高铁,1873.96,-2.33,-0.124,1876.29,1876.37,1878.434,1863.03,1074453691,10823147144
397,sz399420,国证保证,1419.936,30.648,2.206,1389.288,1388.659,1431.664,1379.96,3410922086,58860424898
398,sz399422,中关村A,3514.219,8.868,0.253,3505.351,3504.533,3518.215,3482.468,5938768300,84720447414
399,sz399423,中关村50,3269.104,17.789,0.547,3251.315,3254.825,3272.24,3237.138,1895954605,38032739598
400,sz399427,专利领先,3257.882,64.694,2.026,3193.188,3209.394,3276.509,3191.176,1589337182,134478348963
401,sz399428,国证定增,3396.814,16.933,0.501,3379.881,3387.987,3404.224,3369.211,4092863343,70103617189
402,sz399429,新丝路,1653.643,11.428,0.696,1642.215,1636.966,1655.485,1631.646,4171268574,57409443150
403,sz399431,国证银行,6586.701,25.734,0.392,6560.967,6567.625,6637.651,6532.269,1523102267,13999117792
404,sz399432,智能汽车,7764.584,160.501,2.111,7604.083,7637.35,7863.971,7555.988,722583111,58183912738
405,sz399433,国证交运,1745.714,16.535,0.956,1729.179,1734.05,1750.505,1731.043,1429654949,16123986005
406,sz399434,国证传媒,1733.068,-2.427,-0.14,1735.495,1730.008,1734.897,1718.77,874851588,5130597471
407,sz399435,国证农牧,4664.265,15.148,0.326,4649.117,4637.682,4716.246,4623.208,750944183,13571964311
408,sz399436,国证煤炭,3362.06,34.805,1.046,3327.255,3392.629,3400.152,3342.315,2321833094,19270129932
409,sz399437,证券龙头,6810.237,170.884,2.574,6639.353,6643.071,6879.492,6598.522,4114016466,59529736793
410,sz399438,国证电力,1955.917,10.808,0.556,1945.109,1947.671,1968.083,1943.089,2243377233,12099786983
411,sz399439,国证油气,1342.813,35.151,2.688,1307.662,1327.868,1352.46,1327.868,1232780505,5867276255
412,sz399440,国证钢铁,1848.005,45.499,2.524,1802.506,1795.761,1866.58,1784.873,5531838861,26654736215
413,sz399441,生物医药,5612.856,110.665,2.011,5502.191,5533.201,5633.041,5509.385,382290131,32148083662
414,sz399481,企债指数,127.538,0.007,0.005,127.531,127.533,127.554,127.522,9284341,888701173
415,sz399550,央视50,7779.485,34.792,0.449,7744.693,7751.233,7803.188,7728.613,1685157533,66164883739
416,sz399551,央视创新,10085.811,96.64,0.967,9989.171,9984.777,10092.202,9912.062,2006519397,51456265656
417,sz399552,央视成长,9128.004,45.4,0.5,9082.604,9089.151,9157.758,9047.594,1987573645,64480264347
418,sz399553,央视回报,9614.002,122.372,1.289,9491.63,9532.817,9640.879,9520.201,1196352261,58513681452
419,sz399554,央视治理,8208.887,34.975,0.428,8173.912,8188.113,8255.981,8165.183,2044768411,54236449201
420,sz399555,央视责任,5417.179,32.789,0.609,5384.39,5394.905,5432.095,5386.661,2265699997,51726522695
421,sz399556,央视生态,3511.608,58.948,1.707,3452.66,3472.551,3541.578,3469.137,2373743620,74679722008
422,sz399557,央视文化,1880.625,8.41,0.449,1872.215,1873.516,1881.877,1858.959,1372218458,24909087357
423,sz399602,中小成长,1566.667,12.806,0.824,1553.861,1560.129,1572.545,1555.601,1863835791,54036928875
424,sz399604,中小价值,2100.838,9.578,0.458,2091.26,2095.864,2106.594,2094.796,2986576136,38370466558
425,sz399606,创业板R,3547.677,39.21,1.118,3508.467,3517.089,3570.415,3483.002,2036046601,101777118979
426,sz399608,科技100,4420.935,41.369,0.945,4379.566,4382.588,4442.378,4349.478,2685963318,102638567664
427,sz399610,TMT50,7528.632,-9.857,-0.131,7538.489,7533.409,7574.481,7495.237,2024021537,51065870831
428,sz399611,中创100R,3504.435,41.013,1.184,3463.422,3468.87,3518.347,3450.7,3142859538,138619698633
429,sz399612,中创100,3131.306,36.646,1.184,3094.66,3099.528,3143.737,3083.292,3142859538,138619698633
430,sz399613,深证能源,3630.711,61.426,1.721,3569.285,3646.933,3678.981,3605.379,780396357,8502816385
431,sz399614,深证材料,4704.882,78.446,1.696,4626.436,4641.994,4739.366,4633.104,5081768163,95781348503
432,sz399615,深证工业,4822.01,40.595,0.849,4781.415,4773.956,4851.042,4730.677,3470526817,85628474361
433,sz399616,深证可选,6752.98,16.458,0.244,6736.522,6749.556,6794.403,6711.08,1081826693,27440949082
434,sz399617,深证消费,13897.784,243.934,1.787,13653.85,13717.088,13974.8,13591.456,393092436,22228120158
435,sz399618,深证医药,15903.623,310.13,1.989,15593.493,15698.487,15946.609,15547.428,603917906,36517675724
436,sz399619,深证金融,7214.344,56.917,0.795,7157.427,7162.419,7282.928,7106.637,1529954648,23506751870
437,sz399620,深证信息,5174.438,14.073,0.273,5160.365,5161.294,5199.005,5124.706,3550743049,79777987960
438,sz399621,深证电信,3273.105,-22.082,-0.67,3295.187,3292.333,3292.333,3246.446,445292656,9146153861
439,sz399622,深证公用,1730.43,13.652,0.795,1716.778,1717.134,1736.05,1715.803,693166011,4813990626
440,sz399623,中小基础,9754.693,93.401,0.967,9661.292,9677.015,9778.311,9647.978,11534161221,187211948281
441,sz399624,中创400,2453.743,15.955,0.654,2437.788,2441.844,2460.695,2421.728,11266211848,180497450215
442,sz399625,中创500,2566.648,24.548,0.966,2542.1,2546.194,2575.341,2530.143,14409071386,319117148847
443,sz399626,中创成长,2308.767,21.264,0.93,2287.503,2294.072,2319.883,2277.917,2639350560,117701590415
444,sz399627,中创价值,2340.116,8.974,0.385,2331.142,2336.498,2345.588,2332.753,4920642132,65410094458
445,sz399628,700成长,2336.632,2.353,0.101,2334.279,2326.404,2343.996,2311.597,3635230192,80262222633
446,sz399629,700价值,2698.742,14.772,0.55,2683.97,2687.546,2702.329,2678.601,6070826038,62450908302
447,sz399630,1000成长,2001.936,14.684,0.739,1987.252,1991.097,2009.916,1980.292,6014382813,205084936154
448,sz399631,1000价值,2321.77,7.672,0.332,2314.098,2317.696,2330.245,2309.513,11490645695,132804151568
449,sz399632,深100EW,6405.461,35.495,0.557,6369.966,6376.951,6429.132,6352.101,4755330703,174809050318
450,sz399633,深300EW,6617.957,45.852,0.698,6572.105,6584.375,6633.838,6549.771,12236884646,287743615894
451,sz399634,中小等权,4382.804,29.301,0.673,4353.503,4358.583,4392.83,4343.846,3461802300,93059769759
452,sz399635,创业板EW,2595.04,13.247,0.513,2581.793,2587.616,2608.269,2555.628,2036046601,101777118979
453,sz399636,深证装备,5839.215,7.345,0.126,5831.87,5822.514,5885.454,5754.581,4722346943,83306664450
454,sz399637,深证地产,2882.354,14.762,0.515,2867.592,2869.098,2902.124,2864.256,424177453,3632388323
455,sz399638,深证环保,8733.124,180.395,2.109,8552.729,8614.545,8855.858,8572.013,2664185079,62791494240
456,sz399639,深证大宗,2791.129,61.286,2.245,2729.843,2751.546,2807.146,2744.301,3219172570,40678539466
457,sz399640,创业基础,2882.339,21.997,0.769,2860.342,2863.068,2899.486,2835.196,8524540674,195061308683
458,sz399641,深证新兴,3023.698,22.48,0.749,3001.218,3002.989,3036.469,2986.345,7535133111,213126352763
459,sz399642,中小新兴,2641.476,31.223,1.196,2610.253,2612.128,2655.235,2601.143,3768346722,88831831304
460,sz399643,创业新兴,3957.013,40.534,1.035,3916.479,3925.931,3986.183,3883.834,2426194863,98059474855
461,sz399644,深证时钟,4510.847,42.459,0.95,4468.388,4486.677,4530.016,4469.737,5302644004,92530600908
462,sz399645,100低波,10791.224,42.933,0.399,10748.291,10752.32,10818.664,10715.44,2378389218,59322870568
463,sz399646,深消费50,9638.43,85.759,0.898,9552.671,9579.948,9670.173,9538.374,1491970097,50124656182
464,sz399647,深医药50,15600.899,290.758,1.899,15310.141,15403.875,15642.164,15263.3,696695885,38265976920
465,sz399648,深证GDP,10487.364,127.567,1.231,10359.797,10368.053,10503.654,10364.86,5126967661,97355383860
466,sz399649,中小红利,3547.201,0.784,0.022,3546.417,3551.863,3561.654,3537.025,1277126869,20565220433
467,sz399650,中小治理,3064.993,16.577,0.544,3048.416,3051.499,3069.725,3034.003,903013334,21925782656
468,sz399651,中小责任,2185.411,12.591,0.579,2172.82,2174.196,2188.025,2166.832,1077543288,24942643618
469,sz399652,中创高新,4544.728,9.246,0.204,4535.482,4525.019,4583.146,4485.36,1172599008,41449125263
470,sz399653,深证龙头,3278.631,22.889,0.703,3255.742,3259.708,3286.188,3247.615,2321907457,72733748048
471,sz399654,深证文化,2366.433,-12.212,-0.513,2378.645,2376.076,2376.076,2350.047,1800373898,22084409999
472,sz399655,深证绩效,12485.27,50.583,0.407,12434.687,12462.42,12504.787,12416.079,1908516652,64221078177
473,sz399656,100绩效,7902.325,50.654,0.645,7851.671,7870.894,7928.839,7835.07,4755330703,174809050318
474,sz399657,300绩效,7963.998,42.731,0.539,7921.267,7940.528,7984.509,7895.038,12236884646,287743615894
475,sz399658,中小绩效,5072.735,14.013,0.277,5058.722,5062.67,5079.599,5045.072,3461802300,93059769759
476,sz399659,深成指EW,4670.975,27.977,0.603,4642.998,4647.175,4682.707,4622.32,17493418456,368871807828
477,sz399660,中创EW,3268.575,30.755,0.95,3237.82,3243.955,3280.296,3222.389,3142859538,138619698633
478,sz399661,深证低波,6023.643,46.932,0.785,5976.711,5988.845,6035.867,5979.887,4091660555,58132436280
479,sz399662,深证高贝,2627.068,23.828,0.915,2603.24,2606.361,2637.101,2579.998,4110552071,177316154445
480,sz399663,中小低波,1679.872,6.888,0.412,1672.984,1673.916,1682.487,1670.804,2513849201,26663963409
481,sz399664,中小高贝,1395.159,10.011,0.723,1385.148,1385.488,1403.364,1378.687,3343105977,104355964395
482,sz399665,中创低波,1971.379,6.969,0.355,1964.41,1966.632,1972.643,1958.897,4569387038,66743389757
483,sz399666,中创高贝,1949.221,12.346,0.637,1936.875,1935.672,1958.013,1916.654,5166173125,212215332546
484,sz399667,创业板G,5296.666,64.314,1.229,5232.352,5241.728,5329.509,5194.988,1606046137,87293427335
485,sz399668,创业板V,3831.351,15.81,0.414,3815.541,3821.988,3873.915,3794.869,3237305416,57798932900
486,sz399669,深证农业,11456.814,153.465,1.358,11303.349,11337.241,11517.217,11252.012,794372808,27889424022
487,sz399670,深周期50,4950.189,35.085,0.714,4915.104,4915.795,4976.066,4898.546,3398965605,87756404379
488,sz399671,深防御50,9265.105,174.173,1.916,9090.932,9135.423,9295.993,9072.99,1083599973,47518909961
489,sz399672,深红利50,4417.687,6.057,0.137,4411.63,4425.237,4439.993,4409.394,1052206002,23897283767
490,sz399673,创业板50,3331.708,48.456,1.476,3283.252,3293.146,3353.956,3265.03,1483175671,79469493924
491,sz399674,深A医药,3005.382,48.554,1.642,2956.828,2972.085,3011.854,2948.001,1826678404,51997783340
492,sz399675,深互联网,2923.584,-3.985,-0.136,2927.569,2934.304,2934.304,2906.695,2373276811,32897799437
493,sz399676,深医药EW,3420.613,15.037,0.442,3405.576,3409.039,3425.745,3396.607,1826678404,51997783340
494,sz399677,深互联EW,3569.757,-12.037,-0.336,3581.794,3586.142,3586.983,3554.525,2373276811,32897799437
495,sz399678,深次新股,1018.318,15.805,1.577,1002.513,1007.339,1019.542,999.728,704774261,25565535827
496,sz399679,深证200R,6125.222,67.585,1.116,6057.637,6078.105,6135.78,6035.215,7481553943,112934565577
497,sz399680,深成能源,851.169,7.677,0.91,843.492,867.453,871.222,845.453,620708016,7147083391
498,sz399681,深成材料,1655.435,27.478,1.688,1627.957,1632.938,1666.552,1629.759,4585743123,76144551962
499,sz399682,深成工业,2168.503,13.535,0.628,2154.968,2150.045,2191.855,2131.771,2685547529,68997544070
500,sz399683,深成可选,1952.041,0.069,0.004,1951.972,1952.72,1967.196,1934.234,1371618773,29152259008
501,sz399684,深成消费,2855.437,48.207,1.717,2807.23,2821.699,2872.296,2791.865,597027695,25249994363
502,sz399685,深成医药,3142.31,57.139,1.852,3085.171,3104.354,3150.233,3075.362,914185040,41910193508
503,sz399686,深成金融,2238.27,19.221,0.866,2219.049,2220.755,2260.856,2206.224,1790477417,25375654907
504,sz399687,深成信息,3430.805,10.537,0.308,3420.268,3421.186,3445.243,3396.213,3802296648,81605310946
505,sz399688,深成电信,1706.341,-12.38,-0.72,1718.721,1714.811,1714.811,1694.604,347407718,7824908631
506,sz399689,深成公用,925.114,8.734,0.953,916.38,916.737,928.551,915.373,433251231,2273428565
507,sz399690,中小专利,2746.717,45.819,1.696,2700.898,2703.779,2763.84,2700.135,940857502,53735685409
508,sz399691,创业专利,2998.578,52.616,1.786,2945.962,2958.765,3021.493,2921.171,732130232,46537930111
509,sz399692,创业低波,3521.728,-9.734,-0.276,3531.462,3532.326,3536.131,3508.359,2016223332,37449026538
510,sz399693,安防产业,4089.712,8.873,0.217,4080.839,4061.938,4092.308,4022.771,1121561248,21145845584
511,sz399694,创业高贝,3642.006,32.31,0.895,3609.696,3605.055,3664.718,3556.162,2322748448,114516577268
512,sz399695,深证节能,3251.29,26.261,0.814,3225.029,3226.274,3268.381,3216.302,4057408431,80965089579
513,sz399696,深证创投,3574.333,54.898,1.56,3519.435,3548.406,3587.099,3524.95,3530818978,68631293843
514,sz399697,中关村60,4677.019,23.3,0.501,4653.719,4662.687,4686.965,4610.092,1851466308,29917287923
515,sz399698,优势成长,26889.891,-86.261,-0.32,26976.152,26986.355,27012.488,26795.242,708482552,8552020546
516,sz399699,金融科技,3760.939,21.791,0.583,3739.148,3739.4,3774.697,3732.462,1946572007,37960736971
517,sz399701,深证F60,9811.351,29.847,0.305,9781.504,9790.919,9869.39,9753.304,4608546960,89998155792
518,sz399702,深证F120,8697.514,32.982,0.381,8664.532,8676.521,8736.181,8652.735,6818724756,126932773946
519,sz399703,深证F200,8350.926,35.587,0.428,8315.339,8329.695,8374.449,8309.626,9639254300,178493556294
520,sz399704,深证上游,6489.345,125.712,1.975,6363.633,6396.058,6602.862,6396.058,3485971647,56586682957
521,sz399705,深证中游,4222.199,19.305,0.459,4202.894,4197.114,4250.355,4167.873,6198376017,153252413772
522,sz399706,深证下游,7807.332,97.275,1.262,7710.057,7744.877,7826.917,7695.126,2180365894,93358462661
523,sz399707,CSSW证券,6592.594,146.853,2.278,6445.741,6445.155,6659.897,6401.676,4998494588,67326207166
524,sz399802,500深市,6407.203,66.724,1.052,6340.479,6354.461,6415.367,6319.343,10034709601,120697424707
525,sz399803,工业4.0,5307.671,30.23,0.573,5277.441,5276.041,5339.283,5233.692,1633295494,71488416290
526,sz399804,中证体育,1590.744,-5.91,-0.37,1596.654,1600.261,1600.827,1585.296,238522602,3220362606
527,sz399805,互联金融,2885.222,21.772,0.76,2863.45,2859.646,2892.28,2851.245,3200767185,46975629476
528,sz399806,环境治理,1455.64,18.406,1.281,1437.234,1436.266,1459.744,1435.645,1541911506,12783283220
529,sz399807,高铁产业,1195.975,-4.086,-0.34,1200.061,1199.722,1201.03,1192.229,723052058,5521541620
530,sz399808,中证新能,4626.511,112.628,2.495,4513.883,4534.481,4695.801,4516.525,6293014840,147126611221
531,sz399809,保险主题,1861.875,0.946,0.051,1860.929,1854.934,1868.913,1840.286,1256710873,13135315758
532,sz399810,CSSW传媒,2523.557,-0.519,-0.021,2524.076,2520.101,2527.3,2506.658,919898210,8765693351
533,sz399811,CSSW电子,4567.791,21.451,0.472,4546.34,4550.686,4595.949,4516.894,3373546707,95059431387
534,sz399812,养老产业,8009.825,11.241,0.141,7998.584,8004.776,8021.868,7949.953,1348260520,60816928851
535,sz399813,中证国安,6734.612,-13.855,-0.205,6748.467,6654.541,6753.091,6566.832,2940351439,80049354882
536,sz399814,大农业,1480.669,9.954,0.677,1470.715,1468.915,1488.303,1465.138,961614757,22521695683
537,sz399817,生态100,1238.461,9.502,0.773,1228.959,1229.361,1244.216,1227.258,2586761906,23979677930
538,sz399901,小康指数,5513.635,40.153,0.734,5473.482,5483.64,5527.696,5480.746,11260968200,149735529581
539,sz399903,中证100,4649.511,54.782,1.192,4594.729,4605.394,4666.94,4603.659,6867360900,181827907960
540,sz399904,中证 200,5603.228,-36.841,-0.653,5640.069,5683.982,5698.875,5520.506,9827388200,184602927888
541,sz399905,中证 500,7090.782,66.217,0.943,7024.565,7031.648,7098.029,7009.69,20272689500,236479323512
542,sz399913,300 医药,15341.416,289.993,1.927,15051.423,15122.931,15407.762,15063.813,721828100,47695098796
543,sz399914,300 金融,6189.786,48.848,0.795,6140.938,6139.172,6215.328,6099.68,5867934700,85814334338
544,sz399918,300 成长,7607.066,-30.736,-0.402,7637.802,7690.03,7740.043,7510.399,4004240800,170896066280
545,sz399928,中证能源,1915.29,25.64,1.357,1889.65,1924.51,1928.061,1904.87,1767645200,15494611197
546,sz399932,中证消费,21538.893,397.012,1.878,21141.881,21228.557,21641.07,21066.256,788982000,46022550083
547,sz399933,中证医药,13964.441,238.605,1.738,13725.836,13784.193,14013.529,13729.336,1257349200,57131936530
548,sz399934,中证金融,5843.345,42.613,0.735,5800.732,5798.538,5867.164,5761.515,7569308300,95385092474
549,sz399935,中证信息,5692.953,-0.798,-0.014,5693.751,5695.463,5713.726,5650.122,3330513400,77377566531
550,sz399944,内地资源,2761.497,-44.676,-1.592,2806.173,2843.209,2848.804,2708.386,3488369000,42261756487
551,sz399958,创业成长,1834.089,-22.742,-1.225,1856.831,1877.196,1888.809,1808.365,1012250000,45866176376
552,sz399959,军工指数,1996.69,-11.23,-0.559,2007.92,1946.254,2003.504,1907.549,1450869467,44585085111
553,sz399965,800地产,4702.714,-0.801,-0.017,4703.515,4703.045,4751.594,4675.087,842143839,6375931318
554,sz399966,800非银,6080.478,99.223,1.659,5981.255,5974.208,6133.612,5933.649,5129209252,74700345921
555,sz399967,中证军工,14103.868,-100.388,-0.707,14204.256,13771.589,14164.069,13484.88,1684991052,51542382799
556,sz399970,移动互联,3807.033,23.826,0.63,3783.207,3786.881,3814.075,3762.748,3214321571,100547956842
