,open,close,high,low,volume,money
2019-01-31 15:00:00,2195.89,2204.64,2207.02,2195.46,87841300.0,1434079232.0
2019-02-01 10:00:00,2216.95,2228.35,2233.55,2216.4,139152900.0,2308997376.0
2019-02-01 10:30:00,2228.87,2245.69,2248.81,2228.87,90672000.0,1654792960.0
2019-02-01 11:00:00,2245.5,2256.54,2257.11,2240.86,73431200.0,1323580416.0
2019-02-01 11:30:00,2256.67,2262.35,2265.8,2252.69,67320200.0,1216142848.0
2019-02-01 13:30:00,2263.38,2266.67,2267.44,2258.77,53444700.0,1000134144.0
2019-02-01 14:00:00,2266.61,2281.29,2282.24,2266.61,84800300.0,1552548864.0
2019-02-01 14:30:00,2281.58,2283.94,2287.76,2280.24,89368500.0,1546474496.0
2019-02-01 15:00:00,2283.96,2286.96,2290.44,2283.96,125157400.0,2141187072.0
2019-02-11 10:00:00,2293.03,2314.43,2317.68,2291.88,190732600.0,3488201216.0
2019-02-11 10:30:00,2314.51,2325.75,2332.64,2312.84,138010300.0,2312506368.0
2019-02-11 11:00:00,2325.77,2339.37,2339.37,2324.67,96699800.0,1690382848.0
2019-02-11 11:30:00,2339.6,2345.4,2347.54,2339.48,83824800.0,1641308160.0
2019-02-11 13:30:00,2345.61,2355.72,2358.49,2343.36,77569600.0,1420274688.0
2019-02-11 14:00:00,2355.56,2358.31,2359.21,2346.5,76737700.0,1340847104.0
2019-02-11 14:30:00,2358.38,2361.42,2361.42,2356.14,69714500.0,1219209216.0
2019-02-11 15:00:00,2361.55,2361.47,2366.21,2361.47,101518800.0,1859897344.0
2019-02-12 10:00:00,2362.2,2390.0,2390.1,2357.92,194296400.0,3464428288.0
2019-02-12 10:30:00,2390.18,2388.82,2390.39,2375.59,128357100.0,2241701120.0
2019-02-12 11:00:00,2388.59,2393.02,2394.08,2383.13,90376000.0,1624836608.0
2019-02-12 11:30:00,2392.64,2398.16,2398.33,2390.4,65250400.0,1158904832.0
2019-02-12 13:30:00,2398.01,2388.16,2398.99,2386.59,79518100.0,1323151872.0
2019-02-12 14:00:00,2388.02,2382.52,2388.3,2377.76,85903000.0,1445566464.0
2019-02-12 14:30:00,2382.47,2381.39,2388.96,2377.78,68502100.0,1235093504.0
2019-02-12 15:00:00,2381.46,2390.12,2390.73,2380.77,90206900.0,1619251200.0
2019-02-13 10:00:00,2396.71,2404.54,2408.99,2389.44,207904500.0,3388837376.0
2019-02-13 10:30:00,2403.74,2403.54,2413.94,2401.23,147155200.0,2434340352.0
2019-02-13 11:00:00,2404.0,2413.78,2424.26,2403.46,166503900.0,2757843456.0
2019-02-13 11:30:00,2413.98,2417.92,2419.15,2407.27,94166200.0,1664773632.0
2019-02-13 13:30:00,2418.48,2420.11,2424.61,2417.64,115585600.0,1775197184.0
2019-02-13 14:00:00,2420.31,2432.67,2432.73,2420.26,92396700.0,1649405952.0
2019-02-13 14:30:00,2432.73,2437.14,2437.79,2423.5,118407700.0,1993597952.0
2019-02-13 15:00:00,2436.74,2428.45,2439.05,2428.45,155809500.0,2424239104.0
2019-02-14 10:00:00,2427.88,2425.77,2435.01,2414.57,214486200.0,3494212352.0
2019-02-14 10:30:00,2426.35,2433.1,2435.86,2421.55,128077200.0,2563646720.0
2019-02-14 11:00:00,2433.26,2423.3,2436.12,2418.56,98296700.0,1702578176.0
2019-02-14 11:30:00,2422.98,2427.27,2429.42,2422.87,65863400.0,1323475968.0
2019-02-14 13:30:00,2427.04,2431.33,2432.68,2423.15,58548800.0,1060971520.0
2019-02-14 14:00:00,2431.27,2431.68,2433.51,2426.92,68135100.0,1120679936.0
2019-02-14 14:30:00,2431.23,2444.46,2446.09,2430.93,79964900.0,1411870720.0
2019-02-14 15:00:00,2444.68,2434.02,2445.29,2432.17,97597100.0,1749776384.0
2019-02-15 10:00:00,2430.82,2430.39,2441.72,2420.2,161745400.0,3038181888.0
2019-02-15 10:30:00,2430.81,2423.58,2430.81,2415.88,120703200.0,2093128704.0
2019-02-15 11:00:00,2423.29,2431.19,2431.86,2421.23,99217500.0,1519713280.0
2019-02-15 11:30:00,2430.72,2432.17,2432.67,2423.89,78282200.0,1311105536.0
2019-02-15 13:30:00,2431.5,2419.46,2434.02,2417.96,82821200.0,1573521408.0
2019-02-15 14:00:00,2419.46,2429.28,2431.22,2419.08,69294300.0,1294003200.0
2019-02-15 14:30:00,2429.31,2421.95,2429.83,2419.58,81882500.0,1439404032.0
2019-02-15 15:00:00,2421.94,2410.56,2423.57,2409.46,119817200.0,2095897600.0
2019-02-18 10:00:00,2424.13,2439.48,2453.18,2424.13,231592100.0,4023254752.0
2019-02-18 10:30:00,2439.97,2459.55,2462.87,2439.28,144165400.0,2484459167.0
2019-02-18 11:00:00,2459.5,2469.08,2470.27,2459.05,100916500.0,1879106788.0
2019-02-18 11:30:00,2469.38,2475.19,2481.81,2468.3,98361300.0,1673037432.0
2019-02-18 13:30:00,2475.45,2484.29,2488.9,2475.45,112503300.0,1941665744.0
2019-02-18 14:00:00,2484.39,2493.11,2496.37,2484.18,112655600.0,2007447115.0
2019-02-18 14:30:00,2493.32,2503.16,2506.16,2492.71,115593500.0,2050651902.0
2019-02-18 15:00:00,2503.38,2510.38,2511.09,2502.23,155383600.0,2715388704.0
2019-02-19 10:00:00,2519.97,2521.3,2521.3,2504.51,280127600.0,4859296426.0
2019-02-19 10:30:00,2520.93,2502.91,2521.79,2497.03,184125700.0,3304462657.0
2019-02-19 11:00:00,2503.01,2515.11,2515.11,2501.45,110713700.0,2015297074.0
2019-02-19 11:30:00,2515.57,2497.5,2522.85,2497.5,110865700.0,2019861039.0
2019-02-19 13:30:00,2497.69,2472.75,2497.69,2462.21,140033300.0,2641808829.0
2019-02-19 14:00:00,2473.18,2471.29,2479.75,2464.81,84465700.0,1501687640.0
2019-02-19 14:30:00,2471.14,2474.28,2475.5,2464.81,72040000.0,1346248271.0
2019-02-19 15:00:00,2474.35,2485.98,2491.56,2474.35,105292600.0,1890402640.0
2019-02-20 10:00:00,2482.03,2472.63,2494.11,2472.63,190077800.0,3677391360.0
2019-02-20 10:30:00,2472.81,2470.56,2473.46,2457.1,119860000.0,2139393536.0
2019-02-20 11:00:00,2470.22,2455.55,2474.55,2453.28,100610100.0,1747475456.0
2019-02-20 11:30:00,2455.18,2452.69,2466.23,2452.3,60372600.0,1078959104.0
2019-02-20 13:30:00,2451.78,2448.99,2452.08,2444.31,71936300.0,1332722688.0
2019-02-20 14:00:00,2449.02,2453.38,2454.79,2440.55,70950900.0,1317790720.0
2019-02-20 14:30:00,2452.82,2468.33,2470.47,2452.82,83755000.0,1481957376.0
2019-02-20 15:00:00,2468.66,2470.33,2476.6,2467.28,96699000.0,1766670336.0
2019-02-21 10:00:00,2466.27,2488.56,2491.42,2462.93,211837000.0,3610559711.0
2019-02-21 10:30:00,2488.21,2489.2,2502.85,2482.89,165533000.0,2677637675.0
2019-02-21 11:00:00,2489.04,2502.51,2502.77,2484.51,94169000.0,1726397348.0
2019-02-21 11:30:00,2502.12,2509.17,2514.09,2498.35,136783000.0,2395921185.0
2019-02-21 13:30:00,2509.57,2535.37,2543.11,2509.57,198016600.0,3447325564.0
2019-02-21 14:00:00,2535.78,2508.17,2537.66,2507.17,172523800.0,2932016736.0
2019-02-21 14:30:00,2508.03,2488.94,2511.29,2478.06,191719600.0,3293432995.0
2019-02-21 15:00:00,2489.23,2480.36,2489.27,2468.37,159463000.0,2681615730.0
2019-02-22 10:00:00,2479.73,2478.49,2492.54,2472.44,280766800.0,4984626741.0
2019-02-22 10:30:00,2477.29,2472.36,2491.18,2472.36,131194200.0,2457770500.0
2019-02-22 11:00:00,2471.85,2489.14,2493.66,2469.72,124457100.0,2198129478.0
2019-02-22 11:30:00,2489.21,2495.31,2506.3,2489.04,110916900.0,1994402782.0
2019-02-22 13:30:00,2495.72,2522.64,2524.17,2495.72,142952700.0,2513252735.0
2019-02-22 14:00:00,2522.4,2532.89,2536.47,2520.63,148353700.0,2696192165.0
2019-02-22 14:30:00,2532.63,2552.21,2552.32,2532.62,189338800.0,3323174851.0
2019-02-22 15:00:00,2552.07,2557.77,2558.12,2545.9,165892400.0,2990865031.0
2019-02-25 10:00:00,2618.31,2635.16,2650.93,2615.38,699376700.0,13434715763.0
2019-02-25 10:30:00,2635.88,2662.26,2662.26,2635.88,231212200.0,4531074558.0
2019-02-25 11:00:00,2662.44,2663.38,2665.83,2657.5,157912300.0,2981325968.0
2019-02-25 11:30:00,2663.6,2690.95,2690.95,2663.31,138702600.0,2540292937.0
2019-02-25 13:30:00,2691.78,2701.03,2711.52,2691.78,135857200.0,2842130068.0
2019-02-25 14:00:00,2700.94,2684.23,2702.8,2681.2,131183500.0,2671565295.0
2019-02-25 14:30:00,2684.61,2696.93,2698.58,2684.29,94525900.0,2078491098.0
2019-02-25 15:00:00,2696.39,2705.2,2705.84,2696.39,135329600.0,2785017852.0
2019-02-26 10:00:00,2742.07,2797.93,2798.14,2728.77,725681200.0,14926678016.0
2019-02-26 10:30:00,2798.62,2744.59,2800.13,2737.31,353989100.0,7378079744.0
2019-02-26 11:00:00,2745.27,2754.39,2756.64,2724.49,228501300.0,4556083200.0
2019-02-26 11:30:00,2754.35,2759.72,2766.94,2746.38,131556100.0,2730104832.0
2019-02-26 13:30:00,2761.1,2774.16,2792.35,2761.06,177721600.0,3482460160.0
2019-02-26 14:00:00,2774.77,2775.44,2785.22,2760.24,171815300.0,3493736448.0
2019-02-26 14:30:00,2776.15,2761.73,2792.77,2761.63,156738200.0,3365429248.0
2019-02-26 15:00:00,2762.19,2731.17,2762.46,2728.45,241174400.0,4776869888.0
2019-02-27 10:00:00,2730.0,2730.49,2736.09,2720.26,420593900.0,8625235968.0
2019-02-27 10:30:00,2730.71,2718.78,2730.71,2699.91,237403200.0,4795216896.0
2019-02-27 11:00:00,2718.51,2726.29,2730.47,2713.6,114478300.0,2421093376.0
2019-02-27 11:30:00,2726.27,2720.37,2739.2,2717.81,107525400.0,2262513664.0
2019-02-27 13:30:00,2720.22,2729.75,2732.91,2720.22,117075100.0,2216652800.0
2019-02-27 14:00:00,2729.7,2686.11,2729.76,2680.5,238964200.0,4513796096.0
2019-02-27 14:30:00,2685.79,2679.4,2695.23,2666.57,176849900.0,3437662208.0
2019-02-27 15:00:00,2679.54,2678.68,2679.94,2651.38,200691000.0,3749341184.0
2019-02-28 10:00:00,2687.5,2717.16,2717.91,2683.05,330437800.0,6717840384.0
2019-02-28 10:30:00,2717.35,2720.06,2730.51,2707.56,151322700.0,3423776768.0
2019-02-28 11:00:00,2720.08,2711.53,2724.21,2707.57,142062300.0,3042391040.0
2019-02-28 11:30:00,2711.91,2713.64,2715.64,2696.5,114150500.0,2426913792.0
2019-02-28 13:30:00,2715.11,2733.31,2735.51,2703.27,149693900.0,3129019392.0
2019-02-28 14:00:00,2732.94,2709.15,2735.23,2709.15,122282800.0,2461892608.0
2019-02-28 14:30:00,2710.01,2716.43,2719.32,2702.11,105689100.0,2139064320.0
2019-02-28 15:00:00,2716.22,2730.91,2732.02,2716.22,167093400.0,3692212224.0
2019-03-01 10:00:00,2772.81,2732.89,2786.85,2728.0,370127800.0,8410104320.0
2019-03-01 10:30:00,2733.44,2747.16,2757.02,2733.44,159536700.0,3437612544.0
2019-03-01 11:00:00,2746.65,2787.78,2789.38,2746.36,232848800.0,4896738304.0
2019-03-01 11:30:00,2788.37,2748.46,2790.91,2748.14,175386600.0,3695428608.0
2019-03-01 13:30:00,2748.26,2755.06,2763.93,2747.28,91971800.0,1875798016.0
2019-03-01 14:00:00,2754.44,2759.94,2761.62,2742.21,99564000.0,2082539520.0
2019-03-01 14:30:00,2760.0,2777.28,2777.94,2758.28,111550100.0,2214197248.0
2019-03-01 15:00:00,2777.87,2793.69,2793.69,2770.22,177896300.0,3615424512.0
2019-03-04 10:00:00,2835.59,2844.9,2865.35,2824.67,466293900.0,10537621504.0
2019-03-04 10:30:00,2844.41,2852.22,2863.75,2844.41,244047000.0,5316449280.0
2019-03-04 11:00:00,2852.76,2866.62,2869.29,2839.8,174031700.0,3793994752.0
2019-03-04 11:30:00,2866.38,2900.31,2900.31,2863.92,182162400.0,4119674880.0
2019-03-04 13:30:00,2900.97,2888.51,2921.8,2883.79,243103600.0,5274286080.0
2019-03-04 14:00:00,2888.25,2898.82,2905.78,2883.84,136214500.0,3091251200.0
2019-03-04 14:30:00,2899.79,2855.99,2899.79,2846.88,213757600.0,4594067456.0
2019-03-04 15:00:00,2856.26,2855.16,2858.59,2828.15,216931300.0,4746977280.0
2019-03-05 10:00:00,2838.17,2856.83,2868.63,2832.37,383093700.0,7937236992.0
2019-03-05 10:30:00,2855.83,2860.18,2872.64,2854.08,200508700.0,4236064768.0
2019-03-05 11:00:00,2860.02,2878.39,2882.09,2859.94,150344000.0,3188380672.0
2019-03-05 11:30:00,2878.43,2858.85,2883.96,2852.92,130067400.0,2778602496.0
2019-03-05 13:30:00,2858.71,2874.93,2874.93,2849.69,139794200.0,2878107648.0
2019-03-05 14:00:00,2874.55,2865.84,2877.4,2851.92,132785800.0,2790354944.0
2019-03-05 14:30:00,2865.34,2879.8,2889.83,2865.33,137283200.0,2953981952.0
2019-03-05 15:00:00,2879.65,2913.93,2913.93,2877.99,229068700.0,4740642816.0
2019-03-06 10:00:00,2916.15,2884.3,2936.02,2883.82,507360200.0,10069744640.0
2019-03-06 10:30:00,2884.32,2905.61,2911.12,2880.79,239883200.0,5129465856.0
2019-03-06 11:00:00,2905.37,2890.47,2908.96,2885.31,130918500.0,2863488000.0
2019-03-06 11:30:00,2890.09,2915.73,2915.73,2889.09,102026800.0,2180536320.0
2019-03-06 13:30:00,2916.54,2920.55,2926.24,2911.88,155525700.0,3365429248.0
2019-03-06 14:00:00,2920.65,2910.67,2926.62,2909.28,137647600.0,2724548608.0
2019-03-06 14:30:00,2910.32,2903.98,2912.47,2882.05,173850400.0,3830044672.0
2019-03-06 15:00:00,2904.28,2938.77,2949.57,2904.28,308874000.0,6805694464.0
2019-03-07 10:00:00,2931.35,2928.69,2944.81,2914.0,429428400.0,9231882240.0
2019-03-07 10:30:00,2928.71,2916.39,2941.06,2916.39,235517700.0,5103681536.0
2019-03-07 11:00:00,2916.28,2891.82,2916.35,2870.56,272117600.0,5796581376.0
2019-03-07 11:30:00,2891.52,2902.42,2910.18,2877.27,115006600.0,2690076672.0
2019-03-07 13:30:00,2902.09,2894.29,2902.74,2884.33,128717500.0,2954670080.0
2019-03-07 14:00:00,2893.96,2911.2,2918.12,2881.35,189655600.0,4090701824.0
2019-03-07 14:30:00,2911.87,2933.89,2942.76,2910.32,189636400.0,4095279104.0
2019-03-07 15:00:00,2933.14,2904.17,2952.16,2904.17,248438000.0,5265330176.0
2019-03-08 10:00:00,2824.81,2876.89,2881.53,2796.92,569396600.0,11516984320.0
2019-03-08 10:30:00,2878.52,2897.55,2902.23,2868.02,259148500.0,5199757312.0
2019-03-08 11:00:00,2897.35,2888.46,2924.26,2888.14,221685800.0,4644869120.0
2019-03-08 11:30:00,2888.2,2857.52,2895.53,2857.52,186059500.0,3929053184.0
2019-03-08 13:30:00,2857.17,2866.04,2885.52,2849.75,167257700.0,3587868672.0
2019-03-08 14:00:00,2866.74,2860.95,2881.1,2853.17,144021700.0,2966579200.0
2019-03-08 14:30:00,2862.27,2852.2,2879.78,2851.85,128319600.0,2769790976.0
2019-03-08 15:00:00,2852.35,2812.22,2852.35,2812.22,286404600.0,5686554624.0
2019-03-11 10:00:00,2843.73,2875.27,2890.49,2843.73,391802200.0,8526919680.0
2019-03-11 10:30:00,2874.78,2877.77,2884.41,2842.91,184289600.0,4077750272.0
2019-03-11 11:00:00,2878.19,2902.54,2907.89,2876.0,136589200.0,3008389120.0
2019-03-11 11:30:00,2902.53,2923.05,2926.8,2902.14,152514600.0,3204208640.0
2019-03-11 13:30:00,2922.26,2926.09,2939.26,2922.26,126014500.0,2780311552.0
2019-03-11 14:00:00,2926.31,2926.73,2943.84,2921.86,108680600.0,2464509952.0
2019-03-11 14:30:00,2925.29,2934.65,2937.09,2912.85,102217400.0,2262945792.0
2019-03-11 15:00:00,2935.74,2958.03,2958.93,2935.74,196279200.0,4288745472.0
2019-03-12 10:00:00,2981.15,3006.78,3025.24,2981.15,445311400.0,10019830784.0
2019-03-12 10:30:00,3006.47,3021.2,3033.35,3003.12,239830400.0,5382151168.0
2019-03-12 11:00:00,3021.12,3017.47,3036.33,3014.22,145855300.0,3482941440.0
2019-03-12 11:30:00,3016.87,3041.52,3041.86,3016.87,114605400.0,2712764416.0
2019-03-12 13:30:00,3043.85,3048.7,3066.31,3043.85,210968700.0,4888039424.0
2019-03-12 14:00:00,3048.41,3021.22,3058.14,3012.46,180578800.0,3928539136.0
2019-03-12 14:30:00,3021.7,2993.28,3021.7,2982.15,187698000.0,4120662016.0
2019-03-12 15:00:00,2993.35,3037.95,3039.73,2989.08,179658600.0,4010913792.0
2019-03-13 10:00:00,3034.94,3007.69,3034.94,2998.08,335581200.0,8052323328.0
2019-03-13 10:30:00,3007.34,2990.75,3015.7,2982.79,199406300.0,4560390144.0
2019-03-13 11:00:00,2991.65,2986.62,3002.79,2973.35,146742500.0,3294542848.0
2019-03-13 11:30:00,2985.44,2979.4,3004.28,2979.15,124490500.0,3069052928.0
2019-03-13 13:30:00,2978.03,2970.46,2978.8,2949.16,154257200.0,3539791872.0
2019-03-13 14:00:00,2970.44,2972.42,2990.21,2959.68,118930300.0,2798870528.0
2019-03-13 14:30:00,2973.23,2940.2,2973.41,2931.69,149277100.0,3214010368.0
2019-03-13 15:00:00,2940.6,2939.26,2945.38,2917.64,171922100.0,3618277376.0
2019-03-14 10:00:00,2912.88,2927.06,2957.45,2904.09,300424000.0,6829757440.0
2019-03-14 10:30:00,2927.86,2902.31,2928.36,2896.76,203746400.0,4304022528.0
2019-03-14 11:00:00,2902.81,2895.85,2904.18,2870.96,201665200.0,4217829376.0
2019-03-14 11:30:00,2895.83,2864.12,2904.12,2863.61,93841400.0,2167306240.0
2019-03-14 13:30:00,2862.97,2871.15,2878.97,2853.73,109582100.0,2634530816.0
2019-03-14 14:00:00,2871.11,2875.16,2881.42,2858.02,87597600.0,1941741568.0
2019-03-14 14:30:00,2875.29,2858.12,2875.99,2852.42,92657000.0,2076653568.0
2019-03-14 15:00:00,2858.17,2877.67,2878.95,2840.37,167644900.0,3593189376.0
2019-03-15 10:00:00,2903.52,2912.08,2923.7,2895.53,257332200.0,5897223168.0
2019-03-15 10:30:00,2911.68,2916.98,2932.55,2907.9,146590700.0,3631463424.0
2019-03-15 11:00:00,2917.53,2926.68,2930.38,2913.6,97556900.0,2198325248.0
2019-03-15 11:30:00,2927.51,2924.18,2939.42,2921.28,101884100.0,2194666496.0
2019-03-15 13:30:00,2923.06,2901.75,2930.43,2897.24,85900100.0,1975589888.0
2019-03-15 14:00:00,2901.94,2881.54,2903.78,2869.68,99161000.0,2091532288.0
2019-03-15 14:30:00,2881.15,2901.49,2901.89,2878.79,76711200.0,1624027136.0
2019-03-15 15:00:00,2901.43,2904.05,2915.39,2896.34,109845300.0,2428733440.0
2019-03-18 10:00:00,2910.93,2905.19,2919.27,2887.38,244555700.0,5796569600.0
2019-03-18 10:30:00,2905.2,2936.85,2939.3,2891.68,140894300.0,3443122688.0
2019-03-18 11:00:00,2938.21,2944.31,2955.01,2935.55,135765600.0,3000565760.0
2019-03-18 11:30:00,2943.98,2946.88,2954.1,2936.63,78807100.0,1813163008.0
2019-03-18 13:30:00,2947.57,2950.98,2955.24,2937.85,79518600.0,1847849984.0
2019-03-18 14:00:00,2951.17,2952.99,2956.46,2936.4,89824200.0,2041238528.0
2019-03-18 14:30:00,2952.57,2982.19,2984.45,2952.57,139309500.0,3003019264.0
2019-03-18 15:00:00,2982.47,2990.99,2991.15,2976.41,188674300.0,3996956672.0
2019-03-19 10:00:00,2987.15,2976.79,2990.85,2967.72,240899900.0,5646500864.0
2019-03-19 10:30:00,2976.64,3013.45,3013.87,2973.74,152302600.0,3446412288.0
2019-03-19 11:00:00,3014.18,2992.76,3016.15,2976.92,117272000.0,2636892160.0
2019-03-19 11:30:00,2992.48,2985.43,2998.54,2981.97,82140500.0,1838965760.0
2019-03-19 13:30:00,2985.87,2997.31,2998.14,2979.39,72209800.0,1643828224.0
2019-03-19 14:00:00,2997.27,2975.38,2997.27,2972.02,99401100.0,2214590464.0
2019-03-19 14:30:00,2975.54,2973.83,2987.53,2968.22,94357000.0,2184384512.0
2019-03-19 15:00:00,2973.99,2985.36,2990.01,2973.99,105547700.0,2435446784.0
2019-03-20 10:00:00,2977.75,2956.4,2984.79,2956.4,232469600.0,5412532736.0
2019-03-20 10:30:00,2956.15,2956.23,2962.78,2937.33,164509200.0,3904069120.0
2019-03-20 11:00:00,2955.6,2958.59,2958.82,2942.52,81579700.0,1862332416.0
2019-03-20 11:30:00,2958.06,2912.24,2964.36,2906.79,193973200.0,4152330240.0
2019-03-20 13:30:00,2912.44,2908.98,2914.57,2898.7,125180300.0,2815105024.0
2019-03-20 14:00:00,2909.41,2899.0,2922.97,2898.65,94176200.0,2100660224.0
2019-03-20 14:30:00,2898.93,2944.64,2944.64,2898.93,97055400.0,2175180800.0
2019-03-20 15:00:00,2945.14,2954.15,2955.12,2942.71,146250500.0,3025899520.0
2019-03-21 10:00:00,2946.21,2949.77,2961.9,2933.43,193488800.0,4298058240.0
2019-03-21 10:30:00,2949.59,2962.33,2983.49,2948.8,185400400.0,3927013888.0
2019-03-21 11:00:00,2960.81,2959.21,2974.93,2957.5,131261700.0,2916645888.0
2019-03-21 11:30:00,2959.6,2966.44,2967.24,2944.17,101518300.0,2226989056.0
2019-03-21 13:30:00,2967.27,2989.26,2992.89,2967.27,144242100.0,3205864448.0
2019-03-21 14:00:00,2988.95,2969.52,3001.26,2969.12,148299200.0,3184180224.0
2019-03-21 14:30:00,2968.99,2982.12,2995.58,2966.5,110899600.0,2636713984.0
2019-03-21 15:00:00,2981.89,2972.82,2992.41,2972.5,164860200.0,3491561472.0
2019-03-22 10:00:00,2972.83,2934.62,2973.96,2930.29,237961800.0,5238352384.0
2019-03-22 10:30:00,2934.54,2922.37,2940.32,2921.18,154400200.0,3404982784.0
2019-03-22 11:00:00,2921.87,2912.63,2933.52,2912.6,119255300.0,2569271296.0
2019-03-22 11:30:00,2912.43,2919.38,2919.38,2901.81,108985900.0,2428018688.0
2019-03-22 13:30:00,2918.4,2938.09,2943.7,2913.28,82262900.0,1807067136.0
2019-03-22 14:00:00,2938.81,2947.8,2960.05,2937.88,91491000.0,2093622272.0
2019-03-22 14:30:00,2947.83,2951.89,2967.86,2946.3,86911200.0,2025783296.0
2019-03-22 15:00:00,2952.15,2960.19,2962.87,2937.53,113899900.0,2533312512.0
